"","Statistic","Agricultural.Product","Month","value"
"11498","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for pigs","2011M05",NA
"11499","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs for poultry","2011M05",135.349
"11500","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for poultry","2011M05",NA
"11501","Agricultural Input and Output Price Indices (Base 2005=100)","Other compound feeding stuffs","2011M05",131.55
"11502","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Other compound feeding stuffs","2011M05",NA
"11503","Agricultural Input and Output Price Indices (Base 2005=100)","Maintenance of materials","2011M05",107.25
"11504","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Maintenance of materials","2011M05",NA
"11505","Agricultural Input and Output Price Indices (Base 2005=100)","Maintenance of buildings","2011M05",112.005
"11506","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Maintenance of buildings","2011M05",NA
"11507","Agricultural Input and Output Price Indices (Base 2005=100)","Other goods and services including artificial insemination","2011M05",122.684
"11508","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Other goods and services including artificial insemination","2011M05",NA
"11509","Agricultural Input and Output Price Indices (Base 2005=100)","Agricultural output price index","2011M06",127.666
"11510","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Agricultural output price index","2011M06",127.085
"11511","Agricultural Input and Output Price Indices (Base 2005=100)","Crop output","2011M06",128.306
"11512","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Crop output","2011M06",NA
"11513","Agricultural Input and Output Price Indices (Base 2005=100)","Cereals including seeds","2011M06",156.565
"11514","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Cereals including seeds","2011M06",NA
"11515","Agricultural Input and Output Price Indices (Base 2005=100)","Vegetables","2011M06",107.5
"11516","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Vegetables","2011M06",108.088
"11517","Agricultural Input and Output Price Indices (Base 2005=100)","Potatoes including seeds","2011M06",116.62
"11518","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Potatoes including seeds","2011M06",98.47
"11519","Agricultural Input and Output Price Indices (Base 2005=100)","Animal output","2011M06",127.584
"11520","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Animal output","2011M06",NA
"11521","Agricultural Input and Output Price Indices (Base 2005=100)","Animals","2011M06",130.662
"11522","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Animals","2011M06",NA
"11523","Agricultural Input and Output Price Indices (Base 2005=100)","Cattle","2011M06",133.186
"11524","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Cattle","2011M06",127.465
"11525","Agricultural Input and Output Price Indices (Base 2005=100)","Cattle excluding calves","2011M06",133.406
"11526","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Cattle excluding calves","2011M06",NA
"11527","Agricultural Input and Output Price Indices (Base 2005=100)","Calves","2011M06",112.54
"11528","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Calves","2011M06",NA
"11529","Agricultural Input and Output Price Indices (Base 2005=100)","Pigs","2011M06",112.247
"11530","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Pigs","2011M06",108.544
"11531","Agricultural Input and Output Price Indices (Base 2005=100)","Sheep","2011M06",145.29
"11532","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Sheep","2011M06",138.529
"11533","Agricultural Input and Output Price Indices (Base 2005=100)","Poultry","2011M06",122.869
"11534","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Poultry","2011M06",NA
"11535","Agricultural Input and Output Price Indices (Base 2005=100)","Animal products","2011M06",122.915
"11536","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Animal products","2011M06",NA
"11537","Agricultural Input and Output Price Indices (Base 2005=100)","Milk","2011M06",122.742
"11538","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Milk","2011M06",127.662
"11539","Agricultural Input and Output Price Indices (Base 2005=100)","Eggs","2011M06",122.106
"11540","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Eggs","2011M06",NA
"11541","Agricultural Input and Output Price Indices (Base 2005=100)","Wool","2011M06",156.81
"11542","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Wool","2011M06",NA
"11543","Agricultural Input and Output Price Indices (Base 2005=100)","Agricultural input price index","2011M06",131.819
"11544","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Agricultural input price index","2011M06",NA
"11545","Agricultural Input and Output Price Indices (Base 2005=100)","Seeds","2011M06",107.83
"11546","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Seeds","2011M06",NA
"11547","Agricultural Input and Output Price Indices (Base 2005=100)","Energy","2011M06",139.306
"11548","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Energy","2011M06",NA
"11549","Agricultural Input and Output Price Indices (Base 2005=100)","Electricity","2011M06",119.87
"11550","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Electricity","2011M06",NA
"11551","Agricultural Input and Output Price Indices (Base 2005=100)","Motor fuel","2011M06",145.363
"11552","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Motor fuel","2011M06",NA
"11553","Agricultural Input and Output Price Indices (Base 2005=100)","Lubricants","2011M06",129.668
"11554","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Lubricants","2011M06",NA
"11555","Agricultural Input and Output Price Indices (Base 2005=100)","Fertilisers","2011M06",163.135
"11556","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Fertilisers","2011M06",NA
"11557","Agricultural Input and Output Price Indices (Base 2005=100)","Straight fertilisers","2011M06",153.622
"11558","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Straight fertilisers","2011M06",NA
"11559","Agricultural Input and Output Price Indices (Base 2005=100)","Compound fertilisers","2011M06",171.146
"11560","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound fertilisers","2011M06",NA
"11561","Agricultural Input and Output Price Indices (Base 2005=100)","PK fertilisers","2011M06",200.814
"11562","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","PK fertilisers","2011M06",NA
"11563","Agricultural Input and Output Price Indices (Base 2005=100)","NPK fertilisers","2011M06",170.112
"11564","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","NPK fertilisers","2011M06",NA
"11565","Agricultural Input and Output Price Indices (Base 2005=100)","Other fertilisers","2011M06",109.979
"11566","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Other fertilisers","2011M06",NA
"11567","Agricultural Input and Output Price Indices (Base 2005=100)","Plant protection products","2011M06",100.609
"11568","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Plant protection products","2011M06",NA
"11569","Agricultural Input and Output Price Indices (Base 2005=100)","Veterinary expenses","2011M06",111.672
"11570","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Veterinary expenses","2011M06",NA
"11571","Agricultural Input and Output Price Indices (Base 2005=100)","Feeding stuffs","2011M06",137.167
"11572","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Feeding stuffs","2011M06",NA
"11573","Agricultural Input and Output Price Indices (Base 2005=100)","Straight feeding stuffs","2011M06",145.711
"11574","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Straight feeding stuffs","2011M06",NA
"11575","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs","2011M06",135.841
"11576","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs","2011M06",NA
"11577","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs for calves","2011M06",134.609
"11578","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for calves","2011M06",NA
"11579","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs for cattle excluding calves","2011M06",136.613
"11580","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for cattle excluding calves","2011M06",NA
"11581","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs for pigs","2011M06",136.224
"11582","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for pigs","2011M06",NA
"11583","Agricultural Input and Output Price Indices (Base 2005=100)","Compound feeding stuffs for poultry","2011M06",135.386
"11584","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Compound feeding stuffs for poultry","2011M06",NA
"11585","Agricultural Input and Output Price Indices (Base 2005=100)","Other compound feeding stuffs","2011M06",131.793
"11586","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Other compound feeding stuffs","2011M06",NA
"11587","Agricultural Input and Output Price Indices (Base 2005=100)","Maintenance of materials","2011M06",107.25
"11588","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Maintenance of materials","2011M06",NA
"11589","Agricultural Input and Output Price Indices (Base 2005=100)","Maintenance of buildings","2011M06",111.771
"11590","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Maintenance of buildings","2011M06",NA
"11591","Agricultural Input and Output Price Indices (Base 2005=100)","Other goods and services including artificial insemination","2011M06",122.777
"11592","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Other goods and services including artificial insemination","2011M06",NA
"11593","Agricultural Input and Output Price Indices (Base 2005=100)","Agricultural output price index","2011M07",126.57
"11594","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Agricultural output price index","2011M07",128.648
"11595","Agricultural Input and Output Price Indices (Base 2005=100)","Crop output","2011M07",121.586
"11596","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Crop output","2011M07",NA
"11597","Agricultural Input and Output Price Indices (Base 2005=100)","Cereals including seeds","2011M07",156.565
"11598","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Cereals including seeds","2011M07",NA
"11599","Agricultural Input and Output Price Indices (Base 2005=100)","Vegetables","2011M07",109.07
"11600","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Vegetables","2011M07",108.882
"11601","Agricultural Input and Output Price Indices (Base 2005=100)","Potatoes including seeds","2011M07",78.26
"11602","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Potatoes including seeds","2011M07",89.525
"11603","Agricultural Input and Output Price Indices (Base 2005=100)","Animal output","2011M07",127.21
"11604","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Animal output","2011M07",NA
"11605","Agricultural Input and Output Price Indices (Base 2005=100)","Animals","2011M07",130.336
"11606","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Animals","2011M07",NA
"11607","Agricultural Input and Output Price Indices (Base 2005=100)","Cattle","2011M07",134.442
"11608","Agricultural Input and Output Price Indices (Seasonally Adjusted) (Base 2005=100)","Cattle","2011M07",133.493
"11609","Agricultural Input and Output Price Indices (Base 2005=100)","Cattle excluding calves","2011M07",134.469
