"","Statistic","Month","Meat.Usage","value"
"2415","Average Pig Carcass Weight (Kg)","1996M11","Pigs for Pork",75.1
"2416","Pigs Slaughtered (Number)","1996M12","Pigs for Pork",115727
"2417","Weight of Pigs Slaughtered (Tonnes)","1996M12","Pigs for Pork",8610
"2418","Average Pig Carcass Weight (Kg)","1996M12","Pigs for Pork",74.4
"2419","Pigs Slaughtered (Number)","1997M01","Pigs for Pork",134118
"2420","Weight of Pigs Slaughtered (Tonnes)","1997M01","Pigs for Pork",10233
"2421","Average Pig Carcass Weight (Kg)","1997M01","Pigs for Pork",76.3
"2422","Pigs Slaughtered (Number)","1997M02","Pigs for Pork",120513
"2423","Weight of Pigs Slaughtered (Tonnes)","1997M02","Pigs for Pork",9069
"2424","Average Pig Carcass Weight (Kg)","1997M02","Pigs for Pork",75.3
"2425","Pigs Slaughtered (Number)","1997M03","Pigs for Pork",121109
"2426","Weight of Pigs Slaughtered (Tonnes)","1997M03","Pigs for Pork",9065
"2427","Average Pig Carcass Weight (Kg)","1997M03","Pigs for Pork",74.9
"2428","Pigs Slaughtered (Number)","1997M04","Pigs for Pork",133012
"2429","Weight of Pigs Slaughtered (Tonnes)","1997M04","Pigs for Pork",9937
"2430","Average Pig Carcass Weight (Kg)","1997M04","Pigs for Pork",74.7
"2431","Pigs Slaughtered (Number)","1997M05","Pigs for Pork",128884
"2432","Weight of Pigs Slaughtered (Tonnes)","1997M05","Pigs for Pork",9736
"2433","Average Pig Carcass Weight (Kg)","1997M05","Pigs for Pork",75.5
"2434","Pigs Slaughtered (Number)","1997M06","Pigs for Pork",118739
"2435","Weight of Pigs Slaughtered (Tonnes)","1997M06","Pigs for Pork",8581
"2436","Average Pig Carcass Weight (Kg)","1997M06","Pigs for Pork",72.3
"2437","Pigs Slaughtered (Number)","1997M07","Pigs for Pork",126697
"2438","Weight of Pigs Slaughtered (Tonnes)","1997M07","Pigs for Pork",9446
"2439","Average Pig Carcass Weight (Kg)","1997M07","Pigs for Pork",74.6
"2440","Pigs Slaughtered (Number)","1997M08","Pigs for Pork",127254
"2441","Weight of Pigs Slaughtered (Tonnes)","1997M08","Pigs for Pork",9418
"2442","Average Pig Carcass Weight (Kg)","1997M08","Pigs for Pork",74
"2443","Pigs Slaughtered (Number)","1997M09","Pigs for Pork",144679
"2444","Weight of Pigs Slaughtered (Tonnes)","1997M09","Pigs for Pork",10891
"2445","Average Pig Carcass Weight (Kg)","1997M09","Pigs for Pork",75.3
"2446","Pigs Slaughtered (Number)","1997M10","Pigs for Pork",149132
"2447","Weight of Pigs Slaughtered (Tonnes)","1997M10","Pigs for Pork",11395
"2448","Average Pig Carcass Weight (Kg)","1997M10","Pigs for Pork",76.4
"2449","Pigs Slaughtered (Number)","1997M11","Pigs for Pork",134705
"2450","Weight of Pigs Slaughtered (Tonnes)","1997M11","Pigs for Pork",10002
"2451","Average Pig Carcass Weight (Kg)","1997M11","Pigs for Pork",74.2
"2452","Pigs Slaughtered (Number)","1997M12","Pigs for Pork",135690
"2453","Weight of Pigs Slaughtered (Tonnes)","1997M12","Pigs for Pork",10120
"2454","Average Pig Carcass Weight (Kg)","1997M12","Pigs for Pork",74.6
"2455","Pigs Slaughtered (Number)","1998M01","Pigs for Pork",143102
"2456","Weight of Pigs Slaughtered (Tonnes)","1998M01","Pigs for Pork",10677
"2457","Average Pig Carcass Weight (Kg)","1998M01","Pigs for Pork",74.6
"2458","Pigs Slaughtered (Number)","1998M02","Pigs for Pork",125364
"2459","Weight of Pigs Slaughtered (Tonnes)","1998M02","Pigs for Pork",9314
"2460","Average Pig Carcass Weight (Kg)","1998M02","Pigs for Pork",74.3
"2461","Pigs Slaughtered (Number)","1998M03","Pigs for Pork",143391
"2462","Weight of Pigs Slaughtered (Tonnes)","1998M03","Pigs for Pork",10556
"2463","Average Pig Carcass Weight (Kg)","1998M03","Pigs for Pork",73.6
"2464","Pigs Slaughtered (Number)","1998M04","Pigs for Pork",146543
"2465","Weight of Pigs Slaughtered (Tonnes)","1998M04","Pigs for Pork",10787
"2466","Average Pig Carcass Weight (Kg)","1998M04","Pigs for Pork",73.6
"2467","Pigs Slaughtered (Number)","1998M05","Pigs for Pork",141359
"2468","Weight of Pigs Slaughtered (Tonnes)","1998M05","Pigs for Pork",10217
"2469","Average Pig Carcass Weight (Kg)","1998M05","Pigs for Pork",72.3
"2470","Pigs Slaughtered (Number)","1998M06","Pigs for Pork",148863
"2471","Weight of Pigs Slaughtered (Tonnes)","1998M06","Pigs for Pork",10635
"2472","Average Pig Carcass Weight (Kg)","1998M06","Pigs for Pork",71.4
"2473","Pigs Slaughtered (Number)","1998M07","Pigs for Pork",161621
"2474","Weight of Pigs Slaughtered (Tonnes)","1998M07","Pigs for Pork",11606
"2475","Average Pig Carcass Weight (Kg)","1998M07","Pigs for Pork",71.8
"2476","Pigs Slaughtered (Number)","1998M08","Pigs for Pork",158166
"2477","Weight of Pigs Slaughtered (Tonnes)","1998M08","Pigs for Pork",11343
"2478","Average Pig Carcass Weight (Kg)","1998M08","Pigs for Pork",71.7
"2479","Pigs Slaughtered (Number)","1998M09","Pigs for Pork",198389
"2480","Weight of Pigs Slaughtered (Tonnes)","1998M09","Pigs for Pork",14398
"2481","Average Pig Carcass Weight (Kg)","1998M09","Pigs for Pork",72.6
"2482","Pigs Slaughtered (Number)","1998M10","Pigs for Pork",185072
"2483","Weight of Pigs Slaughtered (Tonnes)","1998M10","Pigs for Pork",13992
"2484","Average Pig Carcass Weight (Kg)","1998M10","Pigs for Pork",75.6
"2485","Pigs Slaughtered (Number)","1998M11","Pigs for Pork",167764
"2486","Weight of Pigs Slaughtered (Tonnes)","1998M11","Pigs for Pork",12822
"2487","Average Pig Carcass Weight (Kg)","1998M11","Pigs for Pork",76.4
"2488","Pigs Slaughtered (Number)","1998M12","Pigs for Pork",167753
"2489","Weight of Pigs Slaughtered (Tonnes)","1998M12","Pigs for Pork",12592
"2490","Average Pig Carcass Weight (Kg)","1998M12","Pigs for Pork",75.1
"2491","Pigs Slaughtered (Number)","1999M01","Pigs for Pork",179369
"2492","Weight of Pigs Slaughtered (Tonnes)","1999M01","Pigs for Pork",13564
"2493","Average Pig Carcass Weight (Kg)","1999M01","Pigs for Pork",75.6
"2494","Pigs Slaughtered (Number)","1999M02","Pigs for Pork",171366
"2495","Weight of Pigs Slaughtered (Tonnes)","1999M02","Pigs for Pork",12623
"2496","Average Pig Carcass Weight (Kg)","1999M02","Pigs for Pork",73.7
"2497","Pigs Slaughtered (Number)","1999M03","Pigs for Pork",217144
"2498","Weight of Pigs Slaughtered (Tonnes)","1999M03","Pigs for Pork",15917
"2499","Average Pig Carcass Weight (Kg)","1999M03","Pigs for Pork",73.3
"2500","Pigs Slaughtered (Number)","1999M04","Pigs for Pork",178002
"2501","Weight of Pigs Slaughtered (Tonnes)","1999M04","Pigs for Pork",12524
"2502","Average Pig Carcass Weight (Kg)","1999M04","Pigs for Pork",70.4
"2503","Pigs Slaughtered (Number)","1999M05","Pigs for Pork",165779
"2504","Weight of Pigs Slaughtered (Tonnes)","1999M05","Pigs for Pork",11787
"2505","Average Pig Carcass Weight (Kg)","1999M05","Pigs for Pork",71.1
"2506","Pigs Slaughtered (Number)","1999M06","Pigs for Pork",169012
"2507","Weight of Pigs Slaughtered (Tonnes)","1999M06","Pigs for Pork",12446
"2508","Average Pig Carcass Weight (Kg)","1999M06","Pigs for Pork",73.6
"2509","Pigs Slaughtered (Number)","1999M07","Pigs for Pork",188033
"2510","Weight of Pigs Slaughtered (Tonnes)","1999M07","Pigs for Pork",13823
"2511","Average Pig Carcass Weight (Kg)","1999M07","Pigs for Pork",73.5
"2512","Pigs Slaughtered (Number)","1999M08","Pigs for Pork",188213
"2513","Weight of Pigs Slaughtered (Tonnes)","1999M08","Pigs for Pork",13796
"2514","Average Pig Carcass Weight (Kg)","1999M08","Pigs for Pork",73.3
"2515","Pigs Slaughtered (Number)","1999M09","Pigs for Pork",190015
"2516","Weight of Pigs Slaughtered (Tonnes)","1999M09","Pigs for Pork",13885
"2517","Average Pig Carcass Weight (Kg)","1999M09","Pigs for Pork",73.1
"2518","Pigs Slaughtered (Number)","1999M10","Pigs for Pork",185575
"2519","Weight of Pigs Slaughtered (Tonnes)","1999M10","Pigs for Pork",13633
"2520","Average Pig Carcass Weight (Kg)","1999M10","Pigs for Pork",74
"2521","Pigs Slaughtered (Number)","1999M11","Pigs for Pork",207922
"2522","Weight of Pigs Slaughtered (Tonnes)","1999M11","Pigs for Pork",15359
"2523","Average Pig Carcass Weight (Kg)","1999M11","Pigs for Pork",74.7
"2524","Pigs Slaughtered (Number)","1999M12","Pigs for Pork",168632
"2525","Weight of Pigs Slaughtered (Tonnes)","1999M12","Pigs for Pork",12285
"2526","Average Pig Carcass Weight (Kg)","1999M12","Pigs for Pork",72.9
"2527","Pigs Slaughtered (Number)","2000M01","Pigs for Pork",216937
"2528","Weight of Pigs Slaughtered (Tonnes)","2000M01","Pigs for Pork",16290
"2529","Average Pig Carcass Weight (Kg)","2000M01","Pigs for Pork",75.1
"2530","Pigs Slaughtered (Number)","2000M02","Pigs for Pork",208075
"2531","Weight of Pigs Slaughtered (Tonnes)","2000M02","Pigs for Pork",15389
"2532","Average Pig Carcass Weight (Kg)","2000M02","Pigs for Pork",74
"2533","Pigs Slaughtered (Number)","2000M03","Pigs for Pork",232803
"2534","Weight of Pigs Slaughtered (Tonnes)","2000M03","Pigs for Pork",16800
"2535","Average Pig Carcass Weight (Kg)","2000M03","Pigs for Pork",72.2
"2536","Pigs Slaughtered (Number)","2000M04","Pigs for Pork",186445
"2537","Weight of Pigs Slaughtered (Tonnes)","2000M04","Pigs for Pork",13616
"2538","Average Pig Carcass Weight (Kg)","2000M04","Pigs for Pork",73
"2539","Pigs Slaughtered (Number)","2000M05","Pigs for Pork",224200
"2540","Weight of Pigs Slaughtered (Tonnes)","2000M05","Pigs for Pork",16356
"2541","Average Pig Carcass Weight (Kg)","2000M05","Pigs for Pork",72.9
"2542","Pigs Slaughtered (Number)","2000M06","Pigs for Pork",154649
"2543","Weight of Pigs Slaughtered (Tonnes)","2000M06","Pigs for Pork",11166
"2544","Average Pig Carcass Weight (Kg)","2000M06","Pigs for Pork",72.2
"2545","Pigs Slaughtered (Number)","2000M07","Pigs for Pork",180898
"2546","Weight of Pigs Slaughtered (Tonnes)","2000M07","Pigs for Pork",12950
"2547","Average Pig Carcass Weight (Kg)","2000M07","Pigs for Pork",71.6
"2548","Pigs Slaughtered (Number)","2000M08","Pigs for Pork",223456
"2549","Weight of Pigs Slaughtered (Tonnes)","2000M08","Pigs for Pork",16160
"2550","Average Pig Carcass Weight (Kg)","2000M08","Pigs for Pork",72.3
"2551","Pigs Slaughtered (Number)","2000M09","Pigs for Pork",185879
"2552","Weight of Pigs Slaughtered (Tonnes)","2000M09","Pigs for Pork",13498
"2553","Average Pig Carcass Weight (Kg)","2000M09","Pigs for Pork",72.6
"2554","Pigs Slaughtered (Number)","2000M10","Pigs for Pork",185016
"2555","Weight of Pigs Slaughtered (Tonnes)","2000M10","Pigs for Pork",13511
"2556","Average Pig Carcass Weight (Kg)","2000M10","Pigs for Pork",73
"2557","Pigs Slaughtered (Number)","2000M11","Pigs for Pork",232686
"2558","Weight of Pigs Slaughtered (Tonnes)","2000M11","Pigs for Pork",17158
"2559","Average Pig Carcass Weight (Kg)","2000M11","Pigs for Pork",73.7
"2560","Pigs Slaughtered (Number)","2000M12","Pigs for Pork",153192
"2561","Weight of Pigs Slaughtered (Tonnes)","2000M12","Pigs for Pork",11026
"2562","Average Pig Carcass Weight (Kg)","2000M12","Pigs for Pork",72
"2563","Pigs Slaughtered (Number)","2001M01","Pigs for Pork",232362
"2564","Weight of Pigs Slaughtered (Tonnes)","2001M01","Pigs for Pork",17053
"2565","Average Pig Carcass Weight (Kg)","2001M01","Pigs for Pork",73.4
"2566","Pigs Slaughtered (Number)","2001M02","Pigs for Pork",189820
"2567","Weight of Pigs Slaughtered (Tonnes)","2001M02","Pigs for Pork",14086
"2568","Average Pig Carcass Weight (Kg)","2001M02","Pigs for Pork",74.2
"2569","Pigs Slaughtered (Number)","2001M03","Pigs for Pork",179538
"2570","Weight of Pigs Slaughtered (Tonnes)","2001M03","Pigs for Pork",13219
"2571","Average Pig Carcass Weight (Kg)","2001M03","Pigs for Pork",73.6
"2572","Pigs Slaughtered (Number)","2001M04","Pigs for Pork",207980
"2573","Weight of Pigs Slaughtered (Tonnes)","2001M04","Pigs for Pork",15251
"2574","Average Pig Carcass Weight (Kg)","2001M04","Pigs for Pork",73.3
"2575","Pigs Slaughtered (Number)","2001M05","Pigs for Pork",243990
"2576","Weight of Pigs Slaughtered (Tonnes)","2001M05","Pigs for Pork",17924
"2577","Average Pig Carcass Weight (Kg)","2001M05","Pigs for Pork",73.5
"2578","Pigs Slaughtered (Number)","2001M06","Pigs for Pork",202595
"2579","Weight of Pigs Slaughtered (Tonnes)","2001M06","Pigs for Pork",14826
"2580","Average Pig Carcass Weight (Kg)","2001M06","Pigs for Pork",73.2
"2581","Pigs Slaughtered (Number)","2001M07","Pigs for Pork",207167
"2582","Weight of Pigs Slaughtered (Tonnes)","2001M07","Pigs for Pork",15110
"2583","Average Pig Carcass Weight (Kg)","2001M07","Pigs for Pork",72.9
"2584","Pigs Slaughtered (Number)","2001M08","Pigs for Pork",237240
"2585","Weight of Pigs Slaughtered (Tonnes)","2001M08","Pigs for Pork",17466
"2586","Average Pig Carcass Weight (Kg)","2001M08","Pigs for Pork",73.6
"2587","Pigs Slaughtered (Number)","2001M09","Pigs for Pork",196716
"2588","Weight of Pigs Slaughtered (Tonnes)","2001M09","Pigs for Pork",14518
"2589","Average Pig Carcass Weight (Kg)","2001M09","Pigs for Pork",73.8
"2590","Pigs Slaughtered (Number)","2001M10","Pigs for Pork",263626
"2591","Weight of Pigs Slaughtered (Tonnes)","2001M10","Pigs for Pork",19481
"2592","Average Pig Carcass Weight (Kg)","2001M10","Pigs for Pork",73.9
"2593","Pigs Slaughtered (Number)","2001M11","Pigs for Pork",219175
"2594","Weight of Pigs Slaughtered (Tonnes)","2001M11","Pigs for Pork",16081
"2595","Average Pig Carcass Weight (Kg)","2001M11","Pigs for Pork",73.4
"2596","Pigs Slaughtered (Number)","2001M12","Pigs for Pork",170700
"2597","Weight of Pigs Slaughtered (Tonnes)","2001M12","Pigs for Pork",12406
"2598","Average Pig Carcass Weight (Kg)","2001M12","Pigs for Pork",72.7
"2599","Pigs Slaughtered (Number)","2002M01","Pigs for Pork",257034
"2600","Weight of Pigs Slaughtered (Tonnes)","2002M01","Pigs for Pork",19252
"2601","Average Pig Carcass Weight (Kg)","2002M01","Pigs for Pork",74.9
"2602","Pigs Slaughtered (Number)","2002M02","Pigs for Pork",202767
"2603","Weight of Pigs Slaughtered (Tonnes)","2002M02","Pigs for Pork",15140
"2604","Average Pig Carcass Weight (Kg)","2002M02","Pigs for Pork",74.7
"2605","Pigs Slaughtered (Number)","2002M03","Pigs for Pork",192085
"2606","Weight of Pigs Slaughtered (Tonnes)","2002M03","Pigs for Pork",14243
"2607","Average Pig Carcass Weight (Kg)","2002M03","Pigs for Pork",74.1
"2608","Pigs Slaughtered (Number)","2002M04","Pigs for Pork",196965
"2609","Weight of Pigs Slaughtered (Tonnes)","2002M04","Pigs for Pork",14562
"2610","Average Pig Carcass Weight (Kg)","2002M04","Pigs for Pork",73.9
"2611","Pigs Slaughtered (Number)","2002M05","Pigs for Pork",234354
"2612","Weight of Pigs Slaughtered (Tonnes)","2002M05","Pigs for Pork",17184
"2613","Average Pig Carcass Weight (Kg)","2002M05","Pigs for Pork",73.3
"2614","Pigs Slaughtered (Number)","2002M06","Pigs for Pork",179201
"2615","Weight of Pigs Slaughtered (Tonnes)","2002M06","Pigs for Pork",13085
"2616","Average Pig Carcass Weight (Kg)","2002M06","Pigs for Pork",73
"2617","Pigs Slaughtered (Number)","2002M07","Pigs for Pork",225624
"2618","Weight of Pigs Slaughtered (Tonnes)","2002M07","Pigs for Pork",16439
"2619","Average Pig Carcass Weight (Kg)","2002M07","Pigs for Pork",72.9
"2620","Pigs Slaughtered (Number)","2002M08","Pigs for Pork",177551
"2621","Weight of Pigs Slaughtered (Tonnes)","2002M08","Pigs for Pork",13004
"2622","Average Pig Carcass Weight (Kg)","2002M08","Pigs for Pork",73.2
"2623","Pigs Slaughtered (Number)","2002M09","Pigs for Pork",188075
"2624","Weight of Pigs Slaughtered (Tonnes)","2002M09","Pigs for Pork",13838
"2625","Average Pig Carcass Weight (Kg)","2002M09","Pigs for Pork",73.6
"2626","Pigs Slaughtered (Number)","2002M10","Pigs for Pork",228098
"2627","Weight of Pigs Slaughtered (Tonnes)","2002M10","Pigs for Pork",16780
"2628","Average Pig Carcass Weight (Kg)","2002M10","Pigs for Pork",73.6
"2629","Pigs Slaughtered (Number)","2002M11","Pigs for Pork",199073
"2630","Weight of Pigs Slaughtered (Tonnes)","2002M11","Pigs for Pork",14757
"2631","Average Pig Carcass Weight (Kg)","2002M11","Pigs for Pork",74.1
"2632","Pigs Slaughtered (Number)","2002M12","Pigs for Pork",157510
"2633","Weight of Pigs Slaughtered (Tonnes)","2002M12","Pigs for Pork",11325
"2634","Average Pig Carcass Weight (Kg)","2002M12","Pigs for Pork",71.9
"2635","Pigs Slaughtered (Number)","2003M01","Pigs for Pork",229838
"2636","Weight of Pigs Slaughtered (Tonnes)","2003M01","Pigs for Pork",17881
"2637","Average Pig Carcass Weight (Kg)","2003M01","Pigs for Pork",77.8
"2638","Pigs Slaughtered (Number)","2003M02","Pigs for Pork",180800
"2639","Weight of Pigs Slaughtered (Tonnes)","2003M02","Pigs for Pork",13723
"2640","Average Pig Carcass Weight (Kg)","2003M02","Pigs for Pork",75.9
"2641","Pigs Slaughtered (Number)","2003M03","Pigs for Pork",171830
"2642","Weight of Pigs Slaughtered (Tonnes)","2003M03","Pigs for Pork",12939
"2643","Average Pig Carcass Weight (Kg)","2003M03","Pigs for Pork",75.3
"2644","Pigs Slaughtered (Number)","2003M04","Pigs for Pork",222036
"2645","Weight of Pigs Slaughtered (Tonnes)","2003M04","Pigs for Pork",16653
"2646","Average Pig Carcass Weight (Kg)","2003M04","Pigs for Pork",75
"2647","Pigs Slaughtered (Number)","2003M05","Pigs for Pork",177736
"2648","Weight of Pigs Slaughtered (Tonnes)","2003M05","Pigs for Pork",13419
"2649","Average Pig Carcass Weight (Kg)","2003M05","Pigs for Pork",75.5
"2650","Pigs Slaughtered (Number)","2003M06","Pigs for Pork",167942
"2651","Weight of Pigs Slaughtered (Tonnes)","2003M06","Pigs for Pork",12680
"2652","Average Pig Carcass Weight (Kg)","2003M06","Pigs for Pork",75.5
"2653","Pigs Slaughtered (Number)","2003M07","Pigs for Pork",224844
"2654","Weight of Pigs Slaughtered (Tonnes)","2003M07","Pigs for Pork",16841
"2655","Average Pig Carcass Weight (Kg)","2003M07","Pigs for Pork",74.9
"2656","Pigs Slaughtered (Number)","2003M08","Pigs for Pork",174567
"2657","Weight of Pigs Slaughtered (Tonnes)","2003M08","Pigs for Pork",13616
"2658","Average Pig Carcass Weight (Kg)","2003M08","Pigs for Pork",78
"2659","Pigs Slaughtered (Number)","2003M09","Pigs for Pork",178325
"2660","Weight of Pigs Slaughtered (Tonnes)","2003M09","Pigs for Pork",13250
"2661","Average Pig Carcass Weight (Kg)","2003M09","Pigs for Pork",74.3
"2662","Pigs Slaughtered (Number)","2003M10","Pigs for Pork",224057
"2663","Weight of Pigs Slaughtered (Tonnes)","2003M10","Pigs for Pork",16865
"2664","Average Pig Carcass Weight (Kg)","2003M10","Pigs for Pork",75.3
"2665","Pigs Slaughtered (Number)","2003M11","Pigs for Pork",181902
"2666","Weight of Pigs Slaughtered (Tonnes)","2003M11","Pigs for Pork",13739
"2667","Average Pig Carcass Weight (Kg)","2003M11","Pigs for Pork",75.5
"2668","Pigs Slaughtered (Number)","2003M12","Pigs for Pork",159271
"2669","Weight of Pigs Slaughtered (Tonnes)","2003M12","Pigs for Pork",11997
"2670","Average Pig Carcass Weight (Kg)","2003M12","Pigs for Pork",75.3
"2671","Pigs Slaughtered (Number)","2004M01","Pigs for Pork",222185
"2672","Weight of Pigs Slaughtered (Tonnes)","2004M01","Pigs for Pork",17104
"2673","Average Pig Carcass Weight (Kg)","2004M01","Pigs for Pork",77
"2674","Pigs Slaughtered (Number)","2004M02","Pigs for Pork",181237
"2675","Weight of Pigs Slaughtered (Tonnes)","2004M02","Pigs for Pork",13790
"2676","Average Pig Carcass Weight (Kg)","2004M02","Pigs for Pork",76.1
"2677","Pigs Slaughtered (Number)","2004M03","Pigs for Pork",221872
"2678","Weight of Pigs Slaughtered (Tonnes)","2004M03","Pigs for Pork",16895
"2679","Average Pig Carcass Weight (Kg)","2004M03","Pigs for Pork",76.1
"2680","Pigs Slaughtered (Number)","2004M04","Pigs for Pork",179175
"2681","Weight of Pigs Slaughtered (Tonnes)","2004M04","Pigs for Pork",13605
"2682","Average Pig Carcass Weight (Kg)","2004M04","Pigs for Pork",75.9
"2683","Pigs Slaughtered (Number)","2004M05","Pigs for Pork",170941
"2684","Weight of Pigs Slaughtered (Tonnes)","2004M05","Pigs for Pork",12986
"2685","Average Pig Carcass Weight (Kg)","2004M05","Pigs for Pork",76
"2686","Pigs Slaughtered (Number)","2004M06","Pigs for Pork",208782
"2687","Weight of Pigs Slaughtered (Tonnes)","2004M06","Pigs for Pork",15550
