"","Month","Type.of.Feedstuff","value"
"6013","1978M09","Calf meal (16-18% protein)",175
"6014","1978M10","Calf meal (16-18% protein)",175
"6015","1978M11","Calf meal (16-18% protein)",175
"6016","1978M12","Calf meal (16-18% protein)",179
"6017","1979M01","Calf meal (16-18% protein)",180
"6018","1979M02","Calf meal (16-18% protein)",181
"6019","1979M03","Calf meal (16-18% protein)",185
"6020","1979M04","Calf meal (16-18% protein)",190
"6021","1979M05","Calf meal (16-18% protein)",195
"6022","1979M06","Calf meal (16-18% protein)",198
"6023","1979M07","Calf meal (16-18% protein)",200
"6024","1979M08","Calf meal (16-18% protein)",199
"6025","1979M09","Calf meal (16-18% protein)",194
"6026","1979M10","Calf meal (16-18% protein)",194
"6027","1979M11","Calf meal (16-18% protein)",195
"6028","1979M12","Calf meal (16-18% protein)",196
"6029","1980M01","Calf meal (16-18% protein)",197
"6030","1980M02","Calf meal (16-18% protein)",197
"6031","1980M03","Calf meal (16-18% protein)",195
"6032","1980M04","Calf meal (16-18% protein)",198
"6033","1980M05","Calf meal (16-18% protein)",199
"6034","1980M06","Calf meal (16-18% protein)",199
"6035","1980M07","Calf meal (16-18% protein)",201
"6036","1980M08","Calf meal (16-18% protein)",199
"6037","1980M09","Calf meal (16-18% protein)",198
"6038","1980M10","Calf meal (16-18% protein)",199
"6039","1980M11","Calf meal (16-18% protein)",199
"6040","1980M12","Calf meal (16-18% protein)",204
"6041","1981M01","Calf meal (16-18% protein)",206
"6042","1981M02","Calf meal (16-18% protein)",210
"6043","1981M03","Calf meal (16-18% protein)",213
"6044","1981M04","Calf meal (16-18% protein)",215
"6045","1981M05","Calf meal (16-18% protein)",221
"6046","1981M06","Calf meal (16-18% protein)",223
"6047","1981M07","Calf meal (16-18% protein)",224
"6048","1981M08","Calf meal (16-18% protein)",225
"6049","1981M09","Calf meal (16-18% protein)",225
"6050","1981M10","Calf meal (16-18% protein)",226
"6051","1981M11","Calf meal (16-18% protein)",224
"6052","1981M12","Calf meal (16-18% protein)",226
"6053","1982M01","Calf meal (16-18% protein)",231
"6054","1982M02","Calf meal (16-18% protein)",234
"6055","1982M03","Calf meal (16-18% protein)",236
"6056","1982M04","Calf meal (16-18% protein)",237
"6057","1982M05","Calf meal (16-18% protein)",241
"6058","1982M06","Calf meal (16-18% protein)",243
"6059","1982M07","Calf meal (16-18% protein)",242
"6060","1982M08","Calf meal (16-18% protein)",242
"6061","1982M09","Calf meal (16-18% protein)",245
"6062","1982M10","Calf meal (16-18% protein)",243
"6063","1982M11","Calf meal (16-18% protein)",239
"6064","1982M12","Calf meal (16-18% protein)",240
"6065","1983M01","Calf meal (16-18% protein)",244
"6066","1983M02","Calf meal (16-18% protein)",248
"6067","1983M03","Calf meal (16-18% protein)",248
"6068","1983M04","Calf meal (16-18% protein)",254
"6069","1983M05","Calf meal (16-18% protein)",255
"6070","1983M06","Calf meal (16-18% protein)",260
"6071","1983M07","Calf meal (16-18% protein)",261
"6072","1983M08","Calf meal (16-18% protein)",262
"6073","1983M09","Calf meal (16-18% protein)",269
"6074","1983M10","Calf meal (16-18% protein)",281
"6075","1983M11","Calf meal (16-18% protein)",284
"6076","1983M12","Calf meal (16-18% protein)",287
"6077","1984M01","Calf meal (16-18% protein)",287
"6078","1984M02","Calf meal (16-18% protein)",290
"6079","1984M03","Calf meal (16-18% protein)",291
"6080","1984M04","Calf meal (16-18% protein)",289
"6081","1984M05","Calf meal (16-18% protein)",290
"6082","1984M06","Calf meal (16-18% protein)",289
"6083","1984M07","Calf meal (16-18% protein)",285
"6084","1984M08","Calf meal (16-18% protein)",277
"6085","1984M09","Calf meal (16-18% protein)",268
"6086","1984M10","Calf meal (16-18% protein)",260
"6087","1984M11","Calf meal (16-18% protein)",259
"6088","1984M12","Calf meal (16-18% protein)",260
"6089","1985M01","Calf meal (16-18% protein)",265
"6090","1985M02","Calf meal (16-18% protein)",265
"6091","1985M03","Calf meal (16-18% protein)",268
"6092","1985M04","Calf meal (16-18% protein)",268
"6093","1985M05","Calf meal (16-18% protein)",267
"6094","1985M06","Calf meal (16-18% protein)",267
"6095","1985M07","Calf meal (16-18% protein)",270
"6096","1985M08","Calf meal (16-18% protein)",265
"6097","1985M09","Calf meal (16-18% protein)",260
"6098","1985M10","Calf meal (16-18% protein)",254
"6099","1985M11","Calf meal (16-18% protein)",255
"6100","1985M12","Calf meal (16-18% protein)",255
"6101","1986M01","Calf meal (16-18% protein)",254
"6102","1986M02","Calf meal (16-18% protein)",254
"6103","1986M03","Calf meal (16-18% protein)",248
"6104","1986M04","Calf meal (16-18% protein)",251
"6105","1986M05","Calf meal (16-18% protein)",254
"6106","1986M06","Calf meal (16-18% protein)",255
"6107","1986M07","Calf meal (16-18% protein)",255
"6108","1986M08","Calf meal (16-18% protein)",251
"6109","1986M09","Calf meal (16-18% protein)",251
"6110","1986M10","Calf meal (16-18% protein)",249
"6111","1986M11","Calf meal (16-18% protein)",253
"6112","1986M12","Calf meal (16-18% protein)",254
"6113","1987M01","Calf meal (16-18% protein)",250
"6114","1987M02","Calf meal (16-18% protein)",256
"6115","1987M03","Calf meal (16-18% protein)",255
"6116","1987M04","Calf meal (16-18% protein)",254
"6117","1987M05","Calf meal (16-18% protein)",250
"6118","1987M06","Calf meal (16-18% protein)",256
"6119","1987M07","Calf meal (16-18% protein)",256
"6120","1987M08","Calf meal (16-18% protein)",258
"6121","1987M09","Calf meal (16-18% protein)",255
"6122","1987M10","Calf meal (16-18% protein)",250
"6123","1987M11","Calf meal (16-18% protein)",248
"6124","1987M12","Calf meal (16-18% protein)",249
"6125","1988M01","Calf meal (16-18% protein)",248
"6126","1988M02","Calf meal (16-18% protein)",250
"6127","1988M03","Calf meal (16-18% protein)",251
"6128","1988M04","Calf meal (16-18% protein)",255
"6129","1988M05","Calf meal (16-18% protein)",256
"6130","1988M06","Calf meal (16-18% protein)",251
"6131","1988M07","Calf meal (16-18% protein)",260
"6132","1988M08","Calf meal (16-18% protein)",267
"6133","1988M09","Calf meal (16-18% protein)",271
"6134","1988M10","Calf meal (16-18% protein)",269
"6135","1988M11","Calf meal (16-18% protein)",265
"6136","1988M12","Calf meal (16-18% protein)",265
"6137","1989M01","Calf meal (16-18% protein)",270
"6138","1989M02","Calf meal (16-18% protein)",265
"6139","1989M03","Calf meal (16-18% protein)",266
"6140","1989M04","Calf meal (16-18% protein)",271
"6141","1989M05","Calf meal (16-18% protein)",269
"6142","1989M06","Calf meal (16-18% protein)",269
"6143","1989M07","Calf meal (16-18% protein)",272
"6144","1989M08","Calf meal (16-18% protein)",270
"6145","1989M09","Calf meal (16-18% protein)",268
"6146","1989M10","Calf meal (16-18% protein)",263
"6147","1989M11","Calf meal (16-18% protein)",261
"6148","1989M12","Calf meal (16-18% protein)",257
"6149","1990M01","Calf meal (16-18% protein)",253
"6150","1990M02","Calf meal (16-18% protein)",254
"6151","1990M03","Calf meal (16-18% protein)",255
"6152","1990M04","Calf meal (16-18% protein)",255
"6153","1990M05","Calf meal (16-18% protein)",253
"6154","1990M06","Calf meal (16-18% protein)",250
"6155","1990M07","Calf meal (16-18% protein)",243
"6156","1990M08","Calf meal (16-18% protein)",242
"6157","1990M09","Calf meal (16-18% protein)",238
"6158","1990M10","Calf meal (16-18% protein)",233
"6159","1990M11","Calf meal (16-18% protein)",233
"6160","1990M12","Calf meal (16-18% protein)",233
"6161","1991M01","Calf meal (16-18% protein)",225
"6162","1991M02","Calf meal (16-18% protein)",233
"6163","1991M03","Calf meal (16-18% protein)",226
"6164","1991M04","Calf meal (16-18% protein)",228
"6165","1991M05","Calf meal (16-18% protein)",231
"6166","1991M06","Calf meal (16-18% protein)",231
"6167","1991M07","Calf meal (16-18% protein)",232
"6168","1991M08","Calf meal (16-18% protein)",232
"6169","1991M09","Calf meal (16-18% protein)",235
"6170","1991M10","Calf meal (16-18% protein)",236
"6171","1991M11","Calf meal (16-18% protein)",236
"6172","1991M12","Calf meal (16-18% protein)",238
"6173","1992M01","Calf meal (16-18% protein)",232
"6174","1992M02","Calf meal (16-18% protein)",239
"6175","1992M03","Calf meal (16-18% protein)",239
"6176","1992M04","Calf meal (16-18% protein)",239
"6177","1992M05","Calf meal (16-18% protein)",NA
"6178","1992M06","Calf meal (16-18% protein)",NA
"6179","1992M07","Calf meal (16-18% protein)",NA
"6180","1992M08","Calf meal (16-18% protein)",NA
"6181","1992M09","Calf meal (16-18% protein)",238
"6182","1992M10","Calf meal (16-18% protein)",238
"6183","1992M11","Calf meal (16-18% protein)",238
"6184","1992M12","Calf meal (16-18% protein)",238
"6185","1993M01","Calf meal (16-18% protein)",252
"6186","1993M02","Calf meal (16-18% protein)",256
"6187","1993M03","Calf meal (16-18% protein)",258
"6188","1993M04","Calf meal (16-18% protein)",261
"6189","1993M05","Calf meal (16-18% protein)",261
"6190","1993M06","Calf meal (16-18% protein)",260
"6191","1993M07","Calf meal (16-18% protein)",260
"6192","1993M08","Calf meal (16-18% protein)",261
"6193","1993M09","Calf meal (16-18% protein)",261
"6194","1993M10","Calf meal (16-18% protein)",261
"6195","1993M11","Calf meal (16-18% protein)",252
"6196","1993M12","Calf meal (16-18% protein)",261
"6197","1994M01","Calf meal (16-18% protein)",258
"6198","1994M02","Calf meal (16-18% protein)",264
"6199","1994M03","Calf meal (16-18% protein)",264
"6200","1994M04","Calf meal (16-18% protein)",268
"6201","1994M05","Calf meal (16-18% protein)",262
"6202","1994M06","Calf meal (16-18% protein)",264
"6203","1994M07","Calf meal (16-18% protein)",257
"6204","1994M08","Calf meal (16-18% protein)",264
"6205","1994M09","Calf meal (16-18% protein)",251
"6206","1994M10","Calf meal (16-18% protein)",250
"6207","1994M11","Calf meal (16-18% protein)",NA
"6208","1994M12","Calf meal (16-18% protein)",241
"6209","1995M01","Calf meal (16-18% protein)",251
"6210","1995M02","Calf meal (16-18% protein)",245
"6211","1995M03","Calf meal (16-18% protein)",240
"6212","1995M04","Calf meal (16-18% protein)",NA
"6213","1995M05","Calf meal (16-18% protein)",244
"6214","1995M06","Calf meal (16-18% protein)",260
"6215","1995M07","Calf meal (16-18% protein)",260
"6216","1995M08","Calf meal (16-18% protein)",265
"6217","1995M09","Calf meal (16-18% protein)",243
"6218","1995M10","Calf meal (16-18% protein)",264
"6219","1995M11","Calf meal (16-18% protein)",265
"6220","1995M12","Calf meal (16-18% protein)",261
"6221","1996M01","Calf meal (16-18% protein)",263
"6222","1996M02","Calf meal (16-18% protein)",265
"6223","1996M03","Calf meal (16-18% protein)",NA
"6224","1996M04","Calf meal (16-18% protein)",267
"6225","1996M05","Calf meal (16-18% protein)",267
"6226","1996M06","Calf meal (16-18% protein)",272
"6227","1996M07","Calf meal (16-18% protein)",272
"6228","1996M08","Calf meal (16-18% protein)",275
"6229","1996M09","Calf meal (16-18% protein)",263
"6230","1996M10","Calf meal (16-18% protein)",NA
"6231","1996M11","Calf meal (16-18% protein)",284
"6232","1996M12","Calf meal (16-18% protein)",284
"6233","1997M01","Calf meal (16-18% protein)",270
"6234","1997M02","Calf meal (16-18% protein)",NA
"6235","1997M03","Calf meal (16-18% protein)",276
"6236","1997M04","Calf meal (16-18% protein)",276
"6237","1997M05","Calf meal (16-18% protein)",276
"6238","1997M06","Calf meal (16-18% protein)",268
"6239","1997M07","Calf meal (16-18% protein)",268
"6240","1997M08","Calf meal (16-18% protein)",266
"6241","1997M09","Calf meal (16-18% protein)",269
"6242","1997M10","Calf meal (16-18% protein)",257
"6243","1997M11","Calf meal (16-18% protein)",256
"6244","1997M12","Calf meal (16-18% protein)",255
"6245","1998M01","Calf meal (16-18% protein)",255
"6246","1998M02","Calf meal (16-18% protein)",266
"6247","1998M03","Calf meal (16-18% protein)",266
"6248","1998M04","Calf meal (16-18% protein)",267
"6249","1998M05","Calf meal (16-18% protein)",267
"6250","1998M06","Calf meal (16-18% protein)",267
"6251","1998M07","Calf meal (16-18% protein)",269
"6252","1998M08","Calf meal (16-18% protein)",267
"6253","1998M09","Calf meal (16-18% protein)",254
"6254","1998M10","Calf meal (16-18% protein)",247
"6255","1998M11","Calf meal (16-18% protein)",245
"6256","1998M12","Calf meal (16-18% protein)",246
"6257","1999M01","Calf meal (16-18% protein)",247
"6258","1999M02","Calf meal (16-18% protein)",241
"6259","1999M03","Calf meal (16-18% protein)",241
"6260","1999M04","Calf meal (16-18% protein)",241
"6261","1999M05","Calf meal (16-18% protein)",241
"6262","1999M06","Calf meal (16-18% protein)",242
"6263","1999M07","Calf meal (16-18% protein)",242
"6264","1999M08","Calf meal (16-18% protein)",237
"6265","1999M09","Calf meal (16-18% protein)",236
"6266","1999M10","Calf meal (16-18% protein)",236
"6267","1999M11","Calf meal (16-18% protein)",226
"6268","1999M12","Calf meal (16-18% protein)",227
"6269","2000M01","Calf meal (16-18% protein)",231
"6270","2000M02","Calf meal (16-18% protein)",231
"6271","2000M03","Calf meal (16-18% protein)",231
"6272","2000M04","Calf meal (16-18% protein)",231
"6273","2000M05","Calf meal (16-18% protein)",231
"6274","2000M06","Calf meal (16-18% protein)",229
"6275","2000M07","Calf meal (16-18% protein)",230
"6276","2000M08","Calf meal (16-18% protein)",231
"6277","2000M09","Calf meal (16-18% protein)",231
"6278","2000M10","Calf meal (16-18% protein)",234
"6279","2000M11","Calf meal (16-18% protein)",237
"6280","2000M12","Calf meal (16-18% protein)",245
"6281","2001M01","Calf meal (16-18% protein)",263
"6282","2001M02","Calf meal (16-18% protein)",238
"6283","2001M03","Calf meal (16-18% protein)",247
"6284","2001M04","Calf meal (16-18% protein)",246
"6285","2001M05","Calf meal (16-18% protein)",247
"6286","2001M06","Calf meal (16-18% protein)",241
"6287","2001M07","Calf meal (16-18% protein)",252
"6288","2001M08","Calf meal (16-18% protein)",245
"6289","2001M09","Calf meal (16-18% protein)",247
"6290","2001M10","Calf meal (16-18% protein)",246
"6291","2001M11","Calf meal (16-18% protein)",246
"6292","2001M12","Calf meal (16-18% protein)",246
"6293","2002M01","Calf meal (16-18% protein)",252
"6294","2002M02","Calf meal (16-18% protein)",252
"6295","2002M03","Calf meal (16-18% protein)",252
"6296","2002M04","Calf meal (16-18% protein)",252
"6297","2002M05","Calf meal (16-18% protein)",252
"6298","2002M06","Calf meal (16-18% protein)",252
"6299","2002M07","Calf meal (16-18% protein)",252
"6300","2002M08","Calf meal (16-18% protein)",252
"6301","2002M09","Calf meal (16-18% protein)",249
"6302","2002M10","Calf meal (16-18% protein)",249
"6303","2002M11","Calf meal (16-18% protein)",246
"6304","2002M12","Calf meal (16-18% protein)",246
"6305","2003M01","Calf meal (16-18% protein)",247
"6306","2003M02","Calf meal (16-18% protein)",248
"6307","2003M03","Calf meal (16-18% protein)",248
"6308","2003M04","Calf meal (16-18% protein)",248
"6309","2003M05","Calf meal (16-18% protein)",248
"6310","2003M06","Calf meal (16-18% protein)",248
"6311","2003M07","Calf meal (16-18% protein)",248
"6312","2003M08","Calf meal (16-18% protein)",248
"6313","2003M09","Calf meal (16-18% protein)",248
"6314","2003M10","Calf meal (16-18% protein)",254
"6315","2003M11","Calf meal (16-18% protein)",254
"6316","2003M12","Calf meal (16-18% protein)",256
"6317","2004M01","Calf meal (16-18% protein)",256
"6318","2004M02","Calf meal (16-18% protein)",260
"6319","2004M03","Calf meal (16-18% protein)",261
"6320","2004M04","Calf meal (16-18% protein)",261
"6321","2004M05","Calf meal (16-18% protein)",261
"6322","2004M06","Calf meal (16-18% protein)",266
"6323","2004M07","Calf meal (16-18% protein)",266
"6324","2004M08","Calf meal (16-18% protein)",263
"6325","2004M09","Calf meal (16-18% protein)",260
"6326","2004M10","Calf meal (16-18% protein)",253
"6327","2004M11","Calf meal (16-18% protein)",246
"6328","2004M12","Calf meal (16-18% protein)",246
"6329","2005M01","Calf meal (16-18% protein)",253
"6330","2005M02","Calf meal (16-18% protein)",253
"6331","2005M03","Calf meal (16-18% protein)",241
"6332","2005M04","Calf meal (16-18% protein)",252
"6333","2005M05","Calf meal (16-18% protein)",252
"6334","2005M06","Calf meal (16-18% protein)",252
"6335","2005M07","Calf meal (16-18% protein)",252
"6336","2005M08","Calf meal (16-18% protein)",252
"6337","2005M09","Calf meal (16-18% protein)",252
"6338","2005M10","Calf meal (16-18% protein)",252
"6339","2005M11","Calf meal (16-18% protein)",252
"6340","2005M12","Calf meal (16-18% protein)",252
"6341","2006M01","Calf meal (16-18% protein)",251
"6342","2006M02","Calf meal (16-18% protein)",251
"6343","2006M03","Calf meal (16-18% protein)",251
"6344","2006M04","Calf meal (16-18% protein)",254
"6345","2006M05","Calf meal (16-18% protein)",254
"6346","2006M06","Calf meal (16-18% protein)",255
"6347","2006M07","Calf meal (16-18% protein)",255
"6348","2006M08","Calf meal (16-18% protein)",255
"6349","2006M09","Calf meal (16-18% protein)",256
"6350","2006M10","Calf meal (16-18% protein)",257
"6351","2006M11","Calf meal (16-18% protein)",261
"6352","2006M12","Calf meal (16-18% protein)",261
"6353","2007M01","Calf meal (16-18% protein)",264
"6354","2007M02","Calf meal (16-18% protein)",275
"6355","2007M03","Calf meal (16-18% protein)",277
"6356","2007M04","Calf meal (16-18% protein)",278
