"","Month","Type.of.Fertiliser","value"
"1563","2007M03","Muriate of Potash (50% K)",257
"1564","2007M04","Muriate of Potash (50% K)",257
"1565","2007M05","Muriate of Potash (50% K)",258
"1566","2007M06","Muriate of Potash (50% K)",258
"1567","2007M07","Muriate of Potash (50% K)",259
"1568","2007M08","Muriate of Potash (50% K)",259
"1569","2007M09","Muriate of Potash (50% K)",259
"1570","2007M10","Muriate of Potash (50% K)",259
"1571","2007M11","Muriate of Potash (50% K)",269
"1572","2007M12","Muriate of Potash (50% K)",310
"1573","2008M01","Muriate of Potash (50% K)",371
"1574","2008M02","Muriate of Potash (50% K)",412
"1575","2008M03","Muriate of Potash (50% K)",430
"1576","2008M04","Muriate of Potash (50% K)",491
"1577","2008M05","Muriate of Potash (50% K)",496
"1578","2008M06","Muriate of Potash (50% K)",507
"1579","2008M07","Muriate of Potash (50% K)",528
"1580","2008M08","Muriate of Potash (50% K)",567
"1581","2008M09","Muriate of Potash (50% K)",589
"1582","2008M10","Muriate of Potash (50% K)",589
"1583","2008M11","Muriate of Potash (50% K)",589
"1584","2008M12","Muriate of Potash (50% K)",589
"1585","2009M01","Muriate of Potash (50% K)",611
"1586","2009M02","Muriate of Potash (50% K)",654
"1587","2009M03","Muriate of Potash (50% K)",634
"1588","2009M04","Muriate of Potash (50% K)",614
"1589","2009M05","Muriate of Potash (50% K)",670
"1590","2009M06","Muriate of Potash (50% K)",665
"1591","2009M07","Muriate of Potash (50% K)",664
"1592","2009M08","Muriate of Potash (50% K)",664
"1593","2009M09","Muriate of Potash (50% K)",664
"1594","2009M10","Muriate of Potash (50% K)",664
"1595","2009M11","Muriate of Potash (50% K)",664
"1596","2009M12","Muriate of Potash (50% K)",630
"1597","2010M01","Muriate of Potash (50% K)",597
"1598","2010M02","Muriate of Potash (50% K)",473
"1599","2010M03","Muriate of Potash (50% K)",432
"1600","2010M04","Muriate of Potash (50% K)",435
"1601","2010M05","Muriate of Potash (50% K)",436
"1602","2010M06","Muriate of Potash (50% K)",435
"1603","2010M07","Muriate of Potash (50% K)",435
"1604","2010M08","Muriate of Potash (50% K)",436
"1605","2010M09","Muriate of Potash (50% K)",451
"1606","2010M10","Muriate of Potash (50% K)",453
"1607","2010M11","Muriate of Potash (50% K)",453
"1608","2010M12","Muriate of Potash (50% K)",453
"1609","2011M01","Muriate of Potash (50% K)",445
"1610","2011M02","Muriate of Potash (50% K)",450
"1611","2011M03","Muriate of Potash (50% K)",454
"1612","2011M04","Muriate of Potash (50% K)",454
"1613","2011M05","Muriate of Potash (50% K)",454
"1614","2011M06","Muriate of Potash (50% K)",454
"1615","2011M07","Muriate of Potash (50% K)",456
"1616","2011M08","Muriate of Potash (50% K)",454
"1617","2011M09","Muriate of Potash (50% K)",454
"1618","2011M10","Muriate of Potash (50% K)",462
"1619","2011M11","Muriate of Potash (50% K)",462
"1620","2011M12","Muriate of Potash (50% K)",462
"1621","2012M01","Muriate of Potash (50% K)",455
"1622","2012M02","Muriate of Potash (50% K)",453
"1623","2012M03","Muriate of Potash (50% K)",454
"1624","2012M04","Muriate of Potash (50% K)",457
"1625","2012M05","Muriate of Potash (50% K)",457
"1626","2012M06","Muriate of Potash (50% K)",460
"1627","2012M07","Muriate of Potash (50% K)",460
"1628","2012M08","Muriate of Potash (50% K)",460
"1629","2012M09","Muriate of Potash (50% K)",460
"1630","2012M10","Muriate of Potash (50% K)",464
"1631","2012M11","Muriate of Potash (50% K)",464
"1632","2012M12","Muriate of Potash (50% K)",464
"1633","2013M01","Muriate of Potash (50% K)",465
"1634","2013M02","Muriate of Potash (50% K)",462
"1635","2013M03","Muriate of Potash (50% K)",461
"1636","2013M04","Muriate of Potash (50% K)",462
"1637","2013M05","Muriate of Potash (50% K)",462
"1638","2013M06","Muriate of Potash (50% K)",458
"1639","2013M07","Muriate of Potash (50% K)",458
"1640","2013M08","Muriate of Potash (50% K)",456
"1641","2013M09","Muriate of Potash (50% K)",453
"1642","2013M10","Muriate of Potash (50% K)",NA
"1643","2013M11","Muriate of Potash (50% K)",NA
"1644","2013M12","Muriate of Potash (50% K)",NA
"1645","2014M01","Muriate of Potash (50% K)",NA
"1646","2014M02","Muriate of Potash (50% K)",NA
"1647","2014M03","Muriate of Potash (50% K)",NA
"1648","2014M04","Muriate of Potash (50% K)",417
"1649","1980M01","Compound 0-10-20",130
"1650","1980M02","Compound 0-10-20",131
"1651","1980M03","Compound 0-10-20",132
"1652","1980M04","Compound 0-10-20",132
"1653","1980M05","Compound 0-10-20",132
"1654","1980M06","Compound 0-10-20",132
"1655","1980M07","Compound 0-10-20",133
"1656","1980M08","Compound 0-10-20",135
"1657","1980M09","Compound 0-10-20",146
"1658","1980M10","Compound 0-10-20",148
"1659","1980M11","Compound 0-10-20",148
"1660","1980M12","Compound 0-10-20",148
"1661","1981M01","Compound 0-10-20",150
"1662","1981M02","Compound 0-10-20",152
"1663","1981M03","Compound 0-10-20",157
"1664","1981M04","Compound 0-10-20",160
"1665","1981M05","Compound 0-10-20",161
"1666","1981M06","Compound 0-10-20",162
"1667","1981M07","Compound 0-10-20",163
"1668","1981M08","Compound 0-10-20",166
"1669","1981M09","Compound 0-10-20",168
"1670","1981M10","Compound 0-10-20",168
"1671","1981M11","Compound 0-10-20",167
"1672","1981M12","Compound 0-10-20",167
"1673","1982M01","Compound 0-10-20",167
"1674","1982M02","Compound 0-10-20",168
"1675","1982M03","Compound 0-10-20",169
"1676","1982M04","Compound 0-10-20",169
"1677","1982M05","Compound 0-10-20",169
"1678","1982M06","Compound 0-10-20",169
"1679","1982M07","Compound 0-10-20",169
"1680","1982M08","Compound 0-10-20",169
"1681","1982M09","Compound 0-10-20",168
"1682","1982M10","Compound 0-10-20",167
"1683","1982M11","Compound 0-10-20",166
"1684","1982M12","Compound 0-10-20",165
"1685","1983M01","Compound 0-10-20",165
"1686","1983M02","Compound 0-10-20",166
"1687","1983M03","Compound 0-10-20",167
"1688","1983M04","Compound 0-10-20",168
"1689","1983M05","Compound 0-10-20",169
"1690","1983M06","Compound 0-10-20",169
"1691","1983M07","Compound 0-10-20",169
"1692","1983M08","Compound 0-10-20",169
"1693","1983M09","Compound 0-10-20",169
"1694","1983M10","Compound 0-10-20",167
"1695","1983M11","Compound 0-10-20",169
"1696","1983M12","Compound 0-10-20",171
"1697","1984M01","Compound 0-10-20",174
"1698","1984M02","Compound 0-10-20",179
"1699","1984M03","Compound 0-10-20",182
"1700","1984M04","Compound 0-10-20",184
"1701","1984M05","Compound 0-10-20",184
"1702","1984M06","Compound 0-10-20",185
"1703","1984M07","Compound 0-10-20",186
"1704","1984M08","Compound 0-10-20",188
"1705","1984M09","Compound 0-10-20",194
"1706","1984M10","Compound 0-10-20",196
"1707","1984M11","Compound 0-10-20",197
"1708","1984M12","Compound 0-10-20",198
"1709","1985M01","Compound 0-10-20",199
"1710","1985M02","Compound 0-10-20",202
"1711","1985M03","Compound 0-10-20",205
"1712","1985M04","Compound 0-10-20",206
"1713","1985M05","Compound 0-10-20",207
"1714","1985M06","Compound 0-10-20",206
"1715","1985M07","Compound 0-10-20",206
"1716","1985M08","Compound 0-10-20",206
"1717","1985M09","Compound 0-10-20",204
"1718","1985M10","Compound 0-10-20",199
"1719","1985M11","Compound 0-10-20",195
"1720","1985M12","Compound 0-10-20",195
"1721","1986M01","Compound 0-10-20",193
"1722","1986M02","Compound 0-10-20",191
"1723","1986M03","Compound 0-10-20",190
"1724","1986M04","Compound 0-10-20",190
"1725","1986M05","Compound 0-10-20",190
"1726","1986M06","Compound 0-10-20",188
"1727","1986M07","Compound 0-10-20",187
"1728","1986M08","Compound 0-10-20",185
"1729","1986M09","Compound 0-10-20",173
"1730","1986M10","Compound 0-10-20",154
"1731","1986M11","Compound 0-10-20",149
"1732","1986M12","Compound 0-10-20",147
"1733","1987M01","Compound 0-10-20",142
"1734","1987M02","Compound 0-10-20",142
"1735","1987M03","Compound 0-10-20",147
"1736","1987M04","Compound 0-10-20",148
"1737","1987M05","Compound 0-10-20",148
"1738","1987M06","Compound 0-10-20",148
"1739","1987M07","Compound 0-10-20",148
"1740","1987M08","Compound 0-10-20",150
"1741","1987M09","Compound 0-10-20",155
"1742","1987M10","Compound 0-10-20",158
"1743","1987M11","Compound 0-10-20",160
"1744","1987M12","Compound 0-10-20",160
"1745","1988M01","Compound 0-10-20",161
"1746","1988M02","Compound 0-10-20",161
"1747","1988M03","Compound 0-10-20",160
"1748","1988M04","Compound 0-10-20",159
"1749","1988M05","Compound 0-10-20",159
"1750","1988M06","Compound 0-10-20",159
"1751","1988M07","Compound 0-10-20",159
"1752","1988M08","Compound 0-10-20",161
"1753","1988M09","Compound 0-10-20",164
"1754","1988M10","Compound 0-10-20",168
"1755","1988M11","Compound 0-10-20",172
"1756","1988M12","Compound 0-10-20",175
"1757","1989M01","Compound 0-10-20",176
"1758","1989M02","Compound 0-10-20",176
"1759","1989M03","Compound 0-10-20",176
"1760","1989M04","Compound 0-10-20",177
"1761","1989M05","Compound 0-10-20",177
"1762","1989M06","Compound 0-10-20",176
"1763","1989M07","Compound 0-10-20",176
"1764","1989M08","Compound 0-10-20",177
"1765","1989M09","Compound 0-10-20",178
"1766","1989M10","Compound 0-10-20",178
"1767","1989M11","Compound 0-10-20",179
"1768","1989M12","Compound 0-10-20",178
"1769","1990M01","Compound 0-10-20",178
"1770","1990M02","Compound 0-10-20",178
"1771","1990M03","Compound 0-10-20",177
"1772","1990M04","Compound 0-10-20",177
"1773","1990M05","Compound 0-10-20",177
"1774","1990M06","Compound 0-10-20",177
"1775","1990M07","Compound 0-10-20",177
"1776","1990M08","Compound 0-10-20",176
"1777","1990M09","Compound 0-10-20",173
"1778","1990M10","Compound 0-10-20",171
"1779","1990M11","Compound 0-10-20",168
"1780","1990M12","Compound 0-10-20",167
"1781","1991M01","Compound 0-10-20",167
"1782","1991M02","Compound 0-10-20",166
"1783","1991M03","Compound 0-10-20",164
"1784","1991M04","Compound 0-10-20",164
"1785","1991M05","Compound 0-10-20",164
"1786","1991M06","Compound 0-10-20",164
"1787","1991M07","Compound 0-10-20",163
"1788","1991M08","Compound 0-10-20",163
"1789","1991M09","Compound 0-10-20",165
"1790","1991M10","Compound 0-10-20",165
"1791","1991M11","Compound 0-10-20",165
"1792","1991M12","Compound 0-10-20",166
"1793","1992M01","Compound 0-10-20",166
"1794","1992M02","Compound 0-10-20",166
"1795","1992M03","Compound 0-10-20",166
"1796","1992M04","Compound 0-10-20",167
"1797","1992M05","Compound 0-10-20",166
"1798","1992M06","Compound 0-10-20",166
"1799","1992M07","Compound 0-10-20",166
"1800","1992M08","Compound 0-10-20",165
"1801","1992M09","Compound 0-10-20",165
"1802","1992M10","Compound 0-10-20",160
"1803","1992M11","Compound 0-10-20",160
"1804","1992M12","Compound 0-10-20",158
"1805","1993M01","Compound 0-10-20",159
"1806","1993M02","Compound 0-10-20",152
"1807","1993M03","Compound 0-10-20",152
"1808","1993M04","Compound 0-10-20",151
"1809","1993M05","Compound 0-10-20",151
"1810","1993M06","Compound 0-10-20",150
"1811","1993M07","Compound 0-10-20",150
"1812","1993M08","Compound 0-10-20",151
"1813","1993M09","Compound 0-10-20",152
"1814","1993M10","Compound 0-10-20",155
"1815","1993M11","Compound 0-10-20",156
"1816","1993M12","Compound 0-10-20",156
"1817","1994M01","Compound 0-10-20",160
"1818","1994M02","Compound 0-10-20",161
"1819","1994M03","Compound 0-10-20",161
"1820","1994M04","Compound 0-10-20",161
"1821","1994M05","Compound 0-10-20",160
"1822","1994M06","Compound 0-10-20",160
"1823","1994M07","Compound 0-10-20",161
"1824","1994M08","Compound 0-10-20",162
"1825","1994M09","Compound 0-10-20",163
"1826","1994M10","Compound 0-10-20",164
"1827","1994M11","Compound 0-10-20",165
"1828","1994M12","Compound 0-10-20",167
"1829","1995M01","Compound 0-10-20",171
"1830","1995M02","Compound 0-10-20",172
"1831","1995M03","Compound 0-10-20",170
"1832","1995M04","Compound 0-10-20",171
"1833","1995M05","Compound 0-10-20",169
"1834","1995M06","Compound 0-10-20",170
"1835","1995M07","Compound 0-10-20",170
"1836","1995M08","Compound 0-10-20",171
"1837","1995M09","Compound 0-10-20",173
"1838","1995M10","Compound 0-10-20",177
"1839","1995M11","Compound 0-10-20",179
"1840","1995M12","Compound 0-10-20",181
"1841","1996M01","Compound 0-10-20",182
"1842","1996M02","Compound 0-10-20",182
"1843","1996M03","Compound 0-10-20",181
"1844","1996M04","Compound 0-10-20",180
"1845","1996M05","Compound 0-10-20",181
"1846","1996M06","Compound 0-10-20",180
"1847","1996M07","Compound 0-10-20",180
"1848","1996M08","Compound 0-10-20",181
"1849","1996M09","Compound 0-10-20",180
"1850","1996M10","Compound 0-10-20",180
"1851","1996M11","Compound 0-10-20",179
"1852","1996M12","Compound 0-10-20",179
"1853","1997M01","Compound 0-10-20",176
"1854","1997M02","Compound 0-10-20",174
"1855","1997M03","Compound 0-10-20",173
"1856","1997M04","Compound 0-10-20",173
"1857","1997M05","Compound 0-10-20",174
"1858","1997M06","Compound 0-10-20",174
"1859","1997M07","Compound 0-10-20",173
"1860","1997M08","Compound 0-10-20",172
"1861","1997M09","Compound 0-10-20",171
"1862","1997M10","Compound 0-10-20",170
"1863","1997M11","Compound 0-10-20",170
"1864","1997M12","Compound 0-10-20",170
"1865","1998M01","Compound 0-10-20",169
"1866","1998M02","Compound 0-10-20",168
"1867","1998M03","Compound 0-10-20",168
"1868","1998M04","Compound 0-10-20",168
"1869","1998M05","Compound 0-10-20",168
"1870","1998M06","Compound 0-10-20",168
"1871","1998M07","Compound 0-10-20",168
"1872","1998M08","Compound 0-10-20",171
"1873","1998M09","Compound 0-10-20",173
"1874","1998M10","Compound 0-10-20",179
"1875","1998M11","Compound 0-10-20",180
"1876","1998M12","Compound 0-10-20",180
"1877","1999M01","Compound 0-10-20",185
"1878","1999M02","Compound 0-10-20",186
"1879","1999M03","Compound 0-10-20",186
"1880","1999M04","Compound 0-10-20",187
"1881","1999M05","Compound 0-10-20",187
"1882","1999M06","Compound 0-10-20",187
"1883","1999M07","Compound 0-10-20",186
"1884","1999M08","Compound 0-10-20",186
"1885","1999M09","Compound 0-10-20",187
"1886","1999M10","Compound 0-10-20",187
"1887","1999M11","Compound 0-10-20",187
"1888","1999M12","Compound 0-10-20",188
"1889","2000M01","Compound 0-10-20",190
"1890","2000M02","Compound 0-10-20",189
"1891","2000M03","Compound 0-10-20",190
"1892","2000M04","Compound 0-10-20",190
"1893","2000M05","Compound 0-10-20",190
"1894","2000M06","Compound 0-10-20",191
"1895","2000M07","Compound 0-10-20",191
"1896","2000M08","Compound 0-10-20",193
"1897","2000M09","Compound 0-10-20",194
"1898","2000M10","Compound 0-10-20",199
"1899","2000M11","Compound 0-10-20",201
"1900","2000M12","Compound 0-10-20",204
"1901","2001M01","Compound 0-10-20",203
"1902","2001M02","Compound 0-10-20",204
"1903","2001M03","Compound 0-10-20",203
"1904","2001M04","Compound 0-10-20",204
"1905","2001M05","Compound 0-10-20",204
"1906","2001M06","Compound 0-10-20",202
"1907","2001M07","Compound 0-10-20",201
"1908","2001M08","Compound 0-10-20",202
"1909","2001M09","Compound 0-10-20",201
"1910","2001M10","Compound 0-10-20",204
"1911","2001M11","Compound 0-10-20",203
"1912","2001M12","Compound 0-10-20",203
"1913","2002M01","Compound 0-10-20",203
"1914","2002M02","Compound 0-10-20",201
"1915","2002M03","Compound 0-10-20",201
"1916","2002M04","Compound 0-10-20",201
"1917","2002M05","Compound 0-10-20",201
"1918","2002M06","Compound 0-10-20",201
"1919","2002M07","Compound 0-10-20",201
"1920","2002M08","Compound 0-10-20",201
"1921","2002M09","Compound 0-10-20",200
"1922","2002M10","Compound 0-10-20",201
"1923","2002M11","Compound 0-10-20",202
"1924","2002M12","Compound 0-10-20",202
"1925","2003M01","Compound 0-10-20",204
"1926","2003M02","Compound 0-10-20",206
"1927","2003M03","Compound 0-10-20",207
"1928","2003M04","Compound 0-10-20",206
"1929","2003M05","Compound 0-10-20",206
"1930","2003M06","Compound 0-10-20",205
"1931","2003M07","Compound 0-10-20",205
"1932","2003M08","Compound 0-10-20",204
"1933","2003M09","Compound 0-10-20",205
"1934","2003M10","Compound 0-10-20",206
"1935","2003M11","Compound 0-10-20",207
"1936","2003M12","Compound 0-10-20",208
"1937","2004M01","Compound 0-10-20",209
"1938","2004M02","Compound 0-10-20",207
"1939","2004M03","Compound 0-10-20",208
"1940","2004M04","Compound 0-10-20",207
"1941","2004M05","Compound 0-10-20",206
"1942","2004M06","Compound 0-10-20",206
"1943","2004M07","Compound 0-10-20",206
"1944","2004M08","Compound 0-10-20",206
"1945","2004M09","Compound 0-10-20",207
"1946","2004M10","Compound 0-10-20",209
"1947","2004M11","Compound 0-10-20",209
"1948","2004M12","Compound 0-10-20",210
"1949","2005M01","Compound 0-10-20",213
"1950","2005M02","Compound 0-10-20",214
"1951","2005M03","Compound 0-10-20",214
"1952","2005M04","Compound 0-10-20",212
"1953","2005M05","Compound 0-10-20",213
"1954","2005M06","Compound 0-10-20",213
"1955","2005M07","Compound 0-10-20",213
"1956","2005M08","Compound 0-10-20",214
"1957","2005M09","Compound 0-10-20",214
"1958","2005M10","Compound 0-10-20",214
"1959","2005M11","Compound 0-10-20",214
"1960","2005M12","Compound 0-10-20",214
"1961","2006M01","Compound 0-10-20",222
"1962","2006M02","Compound 0-10-20",224
"1963","2006M03","Compound 0-10-20",224
"1964","2006M04","Compound 0-10-20",226
"1965","2006M05","Compound 0-10-20",226
"1966","2006M06","Compound 0-10-20",227
"1967","2006M07","Compound 0-10-20",227
"1968","2006M08","Compound 0-10-20",227
"1969","2006M09","Compound 0-10-20",227
