"","Statistic","Liveweight","Month","value"
"2080","Pig Price per Kg (Euro)","Pigs 45-54 kg","1997M08",1.21
"2081","Pig Price per Head (Euro)","Pigs 15-24 kg","1997M09",22.89
"2082","Pig Price per Kg (Euro)","Pigs 15-24 kg","1997M09",1.22
"2083","Pig Price per Head (Euro)","Pigs 25-34 kg","1997M09",35.8
"2084","Pig Price per Kg (Euro)","Pigs 25-34 kg","1997M09",1.17
"2085","Pig Price per Head (Euro)","Pigs 35-44 kg","1997M09",43.82
"2086","Pig Price per Kg (Euro)","Pigs 35-44 kg","1997M09",1.17
"2087","Pig Price per Head (Euro)","Pigs 45-54 kg","1997M09",52.56
"2088","Pig Price per Kg (Euro)","Pigs 45-54 kg","1997M09",1.13
"2089","Pig Price per Head (Euro)","Pigs 15-24 kg","1997M10",24.69
"2090","Pig Price per Kg (Euro)","Pigs 15-24 kg","1997M10",1.21
"2091","Pig Price per Head (Euro)","Pigs 25-34 kg","1997M10",35.73
"2092","Pig Price per Kg (Euro)","Pigs 25-34 kg","1997M10",1.16
"2093","Pig Price per Head (Euro)","Pigs 35-44 kg","1997M10",43.58
"2094","Pig Price per Kg (Euro)","Pigs 35-44 kg","1997M10",1.14
"2095","Pig Price per Head (Euro)","Pigs 45-54 kg","1997M10",51.63
"2096","Pig Price per Kg (Euro)","Pigs 45-54 kg","1997M10",1.11
"2097","Pig Price per Head (Euro)","Pigs 15-24 kg","1997M11",25.57
"2098","Pig Price per Kg (Euro)","Pigs 15-24 kg","1997M11",1.14
"2099","Pig Price per Head (Euro)","Pigs 25-34 kg","1997M11",36.45
"2100","Pig Price per Kg (Euro)","Pigs 25-34 kg","1997M11",1.17
"2101","Pig Price per Head (Euro)","Pigs 35-44 kg","1997M11",43.12
"2102","Pig Price per Kg (Euro)","Pigs 35-44 kg","1997M11",1.13
"2103","Pig Price per Head (Euro)","Pigs 45-54 kg","1997M11",48.82
"2104","Pig Price per Kg (Euro)","Pigs 45-54 kg","1997M11",1.05
"2105","Pig Price per Head (Euro)","Pigs 15-24 kg","1997M12",20.16
"2106","Pig Price per Kg (Euro)","Pigs 15-24 kg","1997M12",1
"2107","Pig Price per Head (Euro)","Pigs 25-34 kg","1997M12",33.29
"2108","Pig Price per Kg (Euro)","Pigs 25-34 kg","1997M12",1.07
"2109","Pig Price per Head (Euro)","Pigs 35-44 kg","1997M12",41.54
"2110","Pig Price per Kg (Euro)","Pigs 35-44 kg","1997M12",1.08
"2111","Pig Price per Head (Euro)","Pigs 45-54 kg","1997M12",48.67
"2112","Pig Price per Kg (Euro)","Pigs 45-54 kg","1997M12",1.03
"2113","Pig Price per Head (Euro)","Pigs 15-24 kg","1998M01",13.71
"2114","Pig Price per Kg (Euro)","Pigs 15-24 kg","1998M01",0.71
"2115","Pig Price per Head (Euro)","Pigs 25-34 kg","1998M01",29.23
"2116","Pig Price per Kg (Euro)","Pigs 25-34 kg","1998M01",0.97
"2117","Pig Price per Head (Euro)","Pigs 35-44 kg","1998M01",38.04
"2118","Pig Price per Kg (Euro)","Pigs 35-44 kg","1998M01",0.98
"2119","Pig Price per Head (Euro)","Pigs 45-54 kg","1998M01",45.84
"2120","Pig Price per Kg (Euro)","Pigs 45-54 kg","1998M01",0.96
"2121","Pig Price per Head (Euro)","Pigs 15-24 kg","1998M02",23.75
"2122","Pig Price per Kg (Euro)","Pigs 15-24 kg","1998M02",1.16
"2123","Pig Price per Head (Euro)","Pigs 25-34 kg","1998M02",36.13
"2124","Pig Price per Kg (Euro)","Pigs 25-34 kg","1998M02",1.17
"2125","Pig Price per Head (Euro)","Pigs 35-44 kg","1998M02",42.95
"2126","Pig Price per Kg (Euro)","Pigs 35-44 kg","1998M02",1.12
"2127","Pig Price per Head (Euro)","Pigs 45-54 kg","1998M02",49.42
"2128","Pig Price per Kg (Euro)","Pigs 45-54 kg","1998M02",1.03
"2129","Pig Price per Head (Euro)","Pigs 15-24 kg","1998M03",25.88
"2130","Pig Price per Kg (Euro)","Pigs 15-24 kg","1998M03",1.22
"2131","Pig Price per Head (Euro)","Pigs 25-34 kg","1998M03",36.77
"2132","Pig Price per Kg (Euro)","Pigs 25-34 kg","1998M03",1.22
"2133","Pig Price per Head (Euro)","Pigs 35-44 kg","1998M03",44.73
"2134","Pig Price per Kg (Euro)","Pigs 35-44 kg","1998M03",1.17
"2135","Pig Price per Head (Euro)","Pigs 45-54 kg","1998M03",50.75
"2136","Pig Price per Kg (Euro)","Pigs 45-54 kg","1998M03",1.11
"2137","Pig Price per Head (Euro)","Pigs 15-24 kg","1998M04",22.38
"2138","Pig Price per Kg (Euro)","Pigs 15-24 kg","1998M04",1.12
"2139","Pig Price per Head (Euro)","Pigs 25-34 kg","1998M04",32.47
"2140","Pig Price per Kg (Euro)","Pigs 25-34 kg","1998M04",1.09
"2141","Pig Price per Head (Euro)","Pigs 35-44 kg","1998M04",42.51
"2142","Pig Price per Kg (Euro)","Pigs 35-44 kg","1998M04",1.12
"2143","Pig Price per Head (Euro)","Pigs 45-54 kg","1998M04",48.58
"2144","Pig Price per Kg (Euro)","Pigs 45-54 kg","1998M04",1.03
"2145","Pig Price per Head (Euro)","Pigs 15-24 kg","1998M05",23.4
"2146","Pig Price per Kg (Euro)","Pigs 15-24 kg","1998M05",1.07
"2147","Pig Price per Head (Euro)","Pigs 25-34 kg","1998M05",30.68
"2148","Pig Price per Kg (Euro)","Pigs 25-34 kg","1998M05",1.02
"2149","Pig Price per Head (Euro)","Pigs 35-44 kg","1998M05",40.22
"2150","Pig Price per Kg (Euro)","Pigs 35-44 kg","1998M05",1.06
"2151","Pig Price per Head (Euro)","Pigs 45-54 kg","1998M05",49.11
"2152","Pig Price per Kg (Euro)","Pigs 45-54 kg","1998M05",1.02
"2153","Pig Price per Head (Euro)","Pigs 15-24 kg","1998M06",22.34
"2154","Pig Price per Kg (Euro)","Pigs 15-24 kg","1998M06",0.94
"2155","Pig Price per Head (Euro)","Pigs 25-34 kg","1998M06",28.43
"2156","Pig Price per Kg (Euro)","Pigs 25-34 kg","1998M06",1.02
"2157","Pig Price per Head (Euro)","Pigs 35-44 kg","1998M06",34.67
"2158","Pig Price per Kg (Euro)","Pigs 35-44 kg","1998M06",0.93
"2159","Pig Price per Head (Euro)","Pigs 45-54 kg","1998M06",44.33
"2160","Pig Price per Kg (Euro)","Pigs 45-54 kg","1998M06",0.91
"2161","Pig Price per Head (Euro)","Pigs 15-24 kg","1998M07",19.45
"2162","Pig Price per Kg (Euro)","Pigs 15-24 kg","1998M07",0.88
"2163","Pig Price per Head (Euro)","Pigs 25-34 kg","1998M07",27.73
"2164","Pig Price per Kg (Euro)","Pigs 25-34 kg","1998M07",0.93
"2165","Pig Price per Head (Euro)","Pigs 35-44 kg","1998M07",36.17
"2166","Pig Price per Kg (Euro)","Pigs 35-44 kg","1998M07",0.94
"2167","Pig Price per Head (Euro)","Pigs 45-54 kg","1998M07",34.28
"2168","Pig Price per Kg (Euro)","Pigs 45-54 kg","1998M07",0.77
"2169","Pig Price per Head (Euro)","Pigs 15-24 kg","1998M08",15.8
"2170","Pig Price per Kg (Euro)","Pigs 15-24 kg","1998M08",0.71
"2171","Pig Price per Head (Euro)","Pigs 25-34 kg","1998M08",21.27
"2172","Pig Price per Kg (Euro)","Pigs 25-34 kg","1998M08",0.71
"2173","Pig Price per Head (Euro)","Pigs 35-44 kg","1998M08",27.93
"2174","Pig Price per Kg (Euro)","Pigs 35-44 kg","1998M08",0.73
"2175","Pig Price per Head (Euro)","Pigs 45-54 kg","1998M08",36.78
"2176","Pig Price per Kg (Euro)","Pigs 45-54 kg","1998M08",0.78
"2177","Pig Price per Head (Euro)","Pigs 15-24 kg","1998M09",12.69
"2178","Pig Price per Kg (Euro)","Pigs 15-24 kg","1998M09",0.54
"2179","Pig Price per Head (Euro)","Pigs 25-34 kg","1998M09",18.68
"2180","Pig Price per Kg (Euro)","Pigs 25-34 kg","1998M09",0.59
"2181","Pig Price per Head (Euro)","Pigs 35-44 kg","1998M09",23.16
"2182","Pig Price per Kg (Euro)","Pigs 35-44 kg","1998M09",0.59
"2183","Pig Price per Head (Euro)","Pigs 45-54 kg","1998M09",36.24
"2184","Pig Price per Kg (Euro)","Pigs 45-54 kg","1998M09",0.69
"2185","Pig Price per Head (Euro)","Pigs 15-24 kg","1998M10",6.33
"2186","Pig Price per Kg (Euro)","Pigs 15-24 kg","1998M10",0.34
"2187","Pig Price per Head (Euro)","Pigs 25-34 kg","1998M10",16.88
"2188","Pig Price per Kg (Euro)","Pigs 25-34 kg","1998M10",0.57
"2189","Pig Price per Head (Euro)","Pigs 35-44 kg","1998M10",22.24
"2190","Pig Price per Kg (Euro)","Pigs 35-44 kg","1998M10",0.58
"2191","Pig Price per Head (Euro)","Pigs 45-54 kg","1998M10",27.62
"2192","Pig Price per Kg (Euro)","Pigs 45-54 kg","1998M10",0.55
"2193","Pig Price per Head (Euro)","Pigs 15-24 kg","1998M11",11.38
"2194","Pig Price per Kg (Euro)","Pigs 15-24 kg","1998M11",0.5
"2195","Pig Price per Head (Euro)","Pigs 25-34 kg","1998M11",16.09
"2196","Pig Price per Kg (Euro)","Pigs 25-34 kg","1998M11",0.53
"2197","Pig Price per Head (Euro)","Pigs 35-44 kg","1998M11",19.47
"2198","Pig Price per Kg (Euro)","Pigs 35-44 kg","1998M11",0.53
"2199","Pig Price per Head (Euro)","Pigs 45-54 kg","1998M11",22.85
"2200","Pig Price per Kg (Euro)","Pigs 45-54 kg","1998M11",0.5
"2201","Pig Price per Head (Euro)","Pigs 15-24 kg","1998M12",15.39
"2202","Pig Price per Kg (Euro)","Pigs 15-24 kg","1998M12",0.65
"2203","Pig Price per Head (Euro)","Pigs 25-34 kg","1998M12",28.69
"2204","Pig Price per Kg (Euro)","Pigs 25-34 kg","1998M12",0.93
"2205","Pig Price per Head (Euro)","Pigs 35-44 kg","1998M12",24.1
"2206","Pig Price per Kg (Euro)","Pigs 35-44 kg","1998M12",0.63
"2207","Pig Price per Head (Euro)","Pigs 45-54 kg","1998M12",23.68
"2208","Pig Price per Kg (Euro)","Pigs 45-54 kg","1998M12",0.52
"2209","Pig Price per Head (Euro)","Pigs 15-24 kg","1999M01",13.66
"2210","Pig Price per Kg (Euro)","Pigs 15-24 kg","1999M01",0.62
"2211","Pig Price per Head (Euro)","Pigs 25-34 kg","1999M01",17.07
"2212","Pig Price per Kg (Euro)","Pigs 25-34 kg","1999M01",0.54
"2213","Pig Price per Head (Euro)","Pigs 35-44 kg","1999M01",19.99
"2214","Pig Price per Kg (Euro)","Pigs 35-44 kg","1999M01",0.52
"2215","Pig Price per Head (Euro)","Pigs 45-54 kg","1999M01",25.56
"2216","Pig Price per Kg (Euro)","Pigs 45-54 kg","1999M01",0.54
"2217","Pig Price per Head (Euro)","Pigs 15-24 kg","1999M02",17.8
"2218","Pig Price per Kg (Euro)","Pigs 15-24 kg","1999M02",0.78
"2219","Pig Price per Head (Euro)","Pigs 25-34 kg","1999M02",21.51
"2220","Pig Price per Kg (Euro)","Pigs 25-34 kg","1999M02",0.71
"2221","Pig Price per Head (Euro)","Pigs 35-44 kg","1999M02",27.3
"2222","Pig Price per Kg (Euro)","Pigs 35-44 kg","1999M02",0.68
"2223","Pig Price per Head (Euro)","Pigs 45-54 kg","1999M02",26.67
"2224","Pig Price per Kg (Euro)","Pigs 45-54 kg","1999M02",0.55
"2225","Pig Price per Head (Euro)","Pigs 15-24 kg","1999M03",23.43
"2226","Pig Price per Kg (Euro)","Pigs 15-24 kg","1999M03",1.02
"2227","Pig Price per Head (Euro)","Pigs 25-34 kg","1999M03",32.75
"2228","Pig Price per Kg (Euro)","Pigs 25-34 kg","1999M03",1.11
"2229","Pig Price per Head (Euro)","Pigs 35-44 kg","1999M03",38.92
"2230","Pig Price per Kg (Euro)","Pigs 35-44 kg","1999M03",1.06
"2231","Pig Price per Head (Euro)","Pigs 45-54 kg","1999M03",43.62
"2232","Pig Price per Kg (Euro)","Pigs 45-54 kg","1999M03",0.89
"2233","Pig Price per Head (Euro)","Pigs 15-24 kg","1999M04",20.31
"2234","Pig Price per Kg (Euro)","Pigs 15-24 kg","1999M04",0.93
"2235","Pig Price per Head (Euro)","Pigs 25-34 kg","1999M04",27.64
"2236","Pig Price per Kg (Euro)","Pigs 25-34 kg","1999M04",0.97
"2237","Pig Price per Head (Euro)","Pigs 35-44 kg","1999M04",35.98
"2238","Pig Price per Kg (Euro)","Pigs 35-44 kg","1999M04",0.98
"2239","Pig Price per Head (Euro)","Pigs 45-54 kg","1999M04",33.01
"2240","Pig Price per Kg (Euro)","Pigs 45-54 kg","1999M04",0.6
"2241","Pig Price per Head (Euro)","Pigs 15-24 kg","1999M05",17.24
"2242","Pig Price per Kg (Euro)","Pigs 15-24 kg","1999M05",0.77
"2243","Pig Price per Head (Euro)","Pigs 25-34 kg","1999M05",25.12
"2244","Pig Price per Kg (Euro)","Pigs 25-34 kg","1999M05",0.83
"2245","Pig Price per Head (Euro)","Pigs 35-44 kg","1999M05",32.29
"2246","Pig Price per Kg (Euro)","Pigs 35-44 kg","1999M05",0.82
"2247","Pig Price per Head (Euro)","Pigs 45-54 kg","1999M05",33.01
"2248","Pig Price per Kg (Euro)","Pigs 45-54 kg","1999M05",0.6
"2249","Pig Price per Head (Euro)","Pigs 15-24 kg","1999M06",22.09
"2250","Pig Price per Kg (Euro)","Pigs 15-24 kg","1999M06",0.98
"2251","Pig Price per Head (Euro)","Pigs 25-34 kg","1999M06",28.34
"2252","Pig Price per Kg (Euro)","Pigs 25-34 kg","1999M06",0.94
"2253","Pig Price per Head (Euro)","Pigs 35-44 kg","1999M06",33.4
"2254","Pig Price per Kg (Euro)","Pigs 35-44 kg","1999M06",0.89
"2255","Pig Price per Head (Euro)","Pigs 45-54 kg","1999M06",46.52
"2256","Pig Price per Kg (Euro)","Pigs 45-54 kg","1999M06",0.86
"2257","Pig Price per Head (Euro)","Pigs 15-24 kg","1999M07",21.2
"2258","Pig Price per Kg (Euro)","Pigs 15-24 kg","1999M07",0.93
"2259","Pig Price per Head (Euro)","Pigs 25-34 kg","1999M07",28.49
"2260","Pig Price per Kg (Euro)","Pigs 25-34 kg","1999M07",0.94
"2261","Pig Price per Head (Euro)","Pigs 35-44 kg","1999M07",34.46
"2262","Pig Price per Kg (Euro)","Pigs 35-44 kg","1999M07",0.87
"2263","Pig Price per Head (Euro)","Pigs 45-54 kg","1999M07",40.93
"2264","Pig Price per Kg (Euro)","Pigs 45-54 kg","1999M07",0.86
"2265","Pig Price per Head (Euro)","Pigs 15-24 kg","1999M08",19.78
"2266","Pig Price per Kg (Euro)","Pigs 15-24 kg","1999M08",0.86
"2267","Pig Price per Head (Euro)","Pigs 25-34 kg","1999M08",27.94
"2268","Pig Price per Kg (Euro)","Pigs 25-34 kg","1999M08",0.93
"2269","Pig Price per Head (Euro)","Pigs 35-44 kg","1999M08",23.55
"2270","Pig Price per Kg (Euro)","Pigs 35-44 kg","1999M08",0.62
"2271","Pig Price per Head (Euro)","Pigs 45-54 kg","1999M08",38.29
"2272","Pig Price per Kg (Euro)","Pigs 45-54 kg","1999M08",0.82
"2273","Pig Price per Head (Euro)","Pigs 15-24 kg","1999M09",20.31
"2274","Pig Price per Kg (Euro)","Pigs 15-24 kg","1999M09",0.84
"2275","Pig Price per Head (Euro)","Pigs 25-34 kg","1999M09",30.6
"2276","Pig Price per Kg (Euro)","Pigs 25-34 kg","1999M09",1.06
"2277","Pig Price per Head (Euro)","Pigs 35-44 kg","1999M09",39.85
"2278","Pig Price per Kg (Euro)","Pigs 35-44 kg","1999M09",1.06
"2279","Pig Price per Head (Euro)","Pigs 45-54 kg","1999M09",42.26
"2280","Pig Price per Kg (Euro)","Pigs 45-54 kg","1999M09",0.87
"2281","Pig Price per Head (Euro)","Pigs 15-24 kg","1999M10",12.7
"2282","Pig Price per Kg (Euro)","Pigs 15-24 kg","1999M10",0.63
"2283","Pig Price per Head (Euro)","Pigs 25-34 kg","1999M10",25.59
"2284","Pig Price per Kg (Euro)","Pigs 25-34 kg","1999M10",0.82
"2285","Pig Price per Head (Euro)","Pigs 35-44 kg","1999M10",33.05
"2286","Pig Price per Kg (Euro)","Pigs 35-44 kg","1999M10",0.87
"2287","Pig Price per Head (Euro)","Pigs 45-54 kg","1999M10",38.45
"2288","Pig Price per Kg (Euro)","Pigs 45-54 kg","1999M10",0.82
"2289","Pig Price per Head (Euro)","Pigs 15-24 kg","1999M11",17.17
"2290","Pig Price per Kg (Euro)","Pigs 15-24 kg","1999M11",0.79
"2291","Pig Price per Head (Euro)","Pigs 25-34 kg","1999M11",23.55
"2292","Pig Price per Kg (Euro)","Pigs 25-34 kg","1999M11",0.77
"2293","Pig Price per Head (Euro)","Pigs 35-44 kg","1999M11",29.68
"2294","Pig Price per Kg (Euro)","Pigs 35-44 kg","1999M11",0.78
"2295","Pig Price per Head (Euro)","Pigs 45-54 kg","1999M11",29.85
"2296","Pig Price per Kg (Euro)","Pigs 45-54 kg","1999M11",0.64
"2297","Pig Price per Head (Euro)","Pigs 15-24 kg","1999M12",21.08
"2298","Pig Price per Kg (Euro)","Pigs 15-24 kg","1999M12",0.93
"2299","Pig Price per Head (Euro)","Pigs 25-34 kg","1999M12",29.63
"2300","Pig Price per Kg (Euro)","Pigs 25-34 kg","1999M12",0.99
"2301","Pig Price per Head (Euro)","Pigs 35-44 kg","1999M12",35.92
"2302","Pig Price per Kg (Euro)","Pigs 35-44 kg","1999M12",0.89
"2303","Pig Price per Head (Euro)","Pigs 45-54 kg","1999M12",33.01
"2304","Pig Price per Kg (Euro)","Pigs 45-54 kg","1999M12",0.7
"2305","Pig Price per Head (Euro)","Pigs 15-24 kg","2000M01",14.27
"2306","Pig Price per Kg (Euro)","Pigs 15-24 kg","2000M01",0.79
"2307","Pig Price per Head (Euro)","Pigs 25-34 kg","2000M01",30.09
"2308","Pig Price per Kg (Euro)","Pigs 25-34 kg","2000M01",0.95
"2309","Pig Price per Head (Euro)","Pigs 35-44 kg","2000M01",35.91
"2310","Pig Price per Kg (Euro)","Pigs 35-44 kg","2000M01",0.97
"2311","Pig Price per Head (Euro)","Pigs 45-54 kg","2000M01",34.13
"2312","Pig Price per Kg (Euro)","Pigs 45-54 kg","2000M01",0.71
"2313","Pig Price per Head (Euro)","Pigs 15-24 kg","2000M02",17.09
"2314","Pig Price per Kg (Euro)","Pigs 15-24 kg","2000M02",0.94
"2315","Pig Price per Head (Euro)","Pigs 25-34 kg","2000M02",28.42
"2316","Pig Price per Kg (Euro)","Pigs 25-34 kg","2000M02",0.93
"2317","Pig Price per Head (Euro)","Pigs 35-44 kg","2000M02",36.12
"2318","Pig Price per Kg (Euro)","Pigs 35-44 kg","2000M02",0.95
"2319","Pig Price per Head (Euro)","Pigs 45-54 kg","2000M02",NA
"2320","Pig Price per Kg (Euro)","Pigs 45-54 kg","2000M02",NA
"2321","Pig Price per Head (Euro)","Pigs 15-24 kg","2000M03",31.64
"2322","Pig Price per Kg (Euro)","Pigs 15-24 kg","2000M03",1.42
"2323","Pig Price per Head (Euro)","Pigs 25-34 kg","2000M03",36.85
"2324","Pig Price per Kg (Euro)","Pigs 25-34 kg","2000M03",1.24
"2325","Pig Price per Head (Euro)","Pigs 35-44 kg","2000M03",43.64
"2326","Pig Price per Kg (Euro)","Pigs 35-44 kg","2000M03",1.12
"2327","Pig Price per Head (Euro)","Pigs 45-54 kg","2000M03",46.28
"2328","Pig Price per Kg (Euro)","Pigs 45-54 kg","2000M03",0.99
"2329","Pig Price per Head (Euro)","Pigs 15-24 kg","2000M04",28.8
"2330","Pig Price per Kg (Euro)","Pigs 15-24 kg","2000M04",1.4
"2331","Pig Price per Head (Euro)","Pigs 25-34 kg","2000M04",44.08
"2332","Pig Price per Kg (Euro)","Pigs 25-34 kg","2000M04",1.39
"2333","Pig Price per Head (Euro)","Pigs 35-44 kg","2000M04",49.51
"2334","Pig Price per Kg (Euro)","Pigs 35-44 kg","2000M04",1.32
"2335","Pig Price per Head (Euro)","Pigs 45-54 kg","2000M04",57.26
"2336","Pig Price per Kg (Euro)","Pigs 45-54 kg","2000M04",1.26
"2337","Pig Price per Head (Euro)","Pigs 15-24 kg","2000M05",34.27
"2338","Pig Price per Kg (Euro)","Pigs 15-24 kg","2000M05",1.55
"2339","Pig Price per Head (Euro)","Pigs 25-34 kg","2000M05",41.98
"2340","Pig Price per Kg (Euro)","Pigs 25-34 kg","2000M05",1.36
"2341","Pig Price per Head (Euro)","Pigs 35-44 kg","2000M05",50.02
"2342","Pig Price per Kg (Euro)","Pigs 35-44 kg","2000M05",1.31
"2343","Pig Price per Head (Euro)","Pigs 45-54 kg","2000M05",56.01
"2344","Pig Price per Kg (Euro)","Pigs 45-54 kg","2000M05",1.23
"2345","Pig Price per Head (Euro)","Pigs 15-24 kg","2000M06",30.99
"2346","Pig Price per Kg (Euro)","Pigs 15-24 kg","2000M06",1.51
"2347","Pig Price per Head (Euro)","Pigs 25-34 kg","2000M06",43.71
"2348","Pig Price per Kg (Euro)","Pigs 25-34 kg","2000M06",1.43
"2349","Pig Price per Head (Euro)","Pigs 35-44 kg","2000M06",49.34
"2350","Pig Price per Kg (Euro)","Pigs 35-44 kg","2000M06",1.31
"2351","Pig Price per Head (Euro)","Pigs 45-54 kg","2000M06",53.78
"2352","Pig Price per Kg (Euro)","Pigs 45-54 kg","2000M06",1.18
"2353","Pig Price per Head (Euro)","Pigs 15-24 kg","2000M07",33.3
"2354","Pig Price per Kg (Euro)","Pigs 15-24 kg","2000M07",1.49
"2355","Pig Price per Head (Euro)","Pigs 25-34 kg","2000M07",40.31
"2356","Pig Price per Kg (Euro)","Pigs 25-34 kg","2000M07",1.37
"2357","Pig Price per Head (Euro)","Pigs 35-44 kg","2000M07",45.66
"2358","Pig Price per Kg (Euro)","Pigs 35-44 kg","2000M07",1.22
"2359","Pig Price per Head (Euro)","Pigs 45-54 kg","2000M07",50.95
"2360","Pig Price per Kg (Euro)","Pigs 45-54 kg","2000M07",1.09
"2361","Pig Price per Head (Euro)","Pigs 15-24 kg","2000M08",21.12
"2362","Pig Price per Kg (Euro)","Pigs 15-24 kg","2000M08",1.15
"2363","Pig Price per Head (Euro)","Pigs 25-34 kg","2000M08",37.26
"2364","Pig Price per Kg (Euro)","Pigs 25-34 kg","2000M08",1.25
"2365","Pig Price per Head (Euro)","Pigs 35-44 kg","2000M08",46.56
"2366","Pig Price per Kg (Euro)","Pigs 35-44 kg","2000M08",1.22
"2367","Pig Price per Head (Euro)","Pigs 45-54 kg","2000M08",52.82
"2368","Pig Price per Kg (Euro)","Pigs 45-54 kg","2000M08",1.05
"2369","Pig Price per Head (Euro)","Pigs 15-24 kg","2000M09",25.62
"2370","Pig Price per Kg (Euro)","Pigs 15-24 kg","2000M09",1.14
"2371","Pig Price per Head (Euro)","Pigs 25-34 kg","2000M09",37.32
"2372","Pig Price per Kg (Euro)","Pigs 25-34 kg","2000M09",1.23
"2373","Pig Price per Head (Euro)","Pigs 35-44 kg","2000M09",45.14
"2374","Pig Price per Kg (Euro)","Pigs 35-44 kg","2000M09",1.23
"2375","Pig Price per Head (Euro)","Pigs 45-54 kg","2000M09",47.01
"2376","Pig Price per Kg (Euro)","Pigs 45-54 kg","2000M09",0.98
"2377","Pig Price per Head (Euro)","Pigs 15-24 kg","2000M10",22.26
"2378","Pig Price per Kg (Euro)","Pigs 15-24 kg","2000M10",1.04
"2379","Pig Price per Head (Euro)","Pigs 25-34 kg","2000M10",34.15
"2380","Pig Price per Kg (Euro)","Pigs 25-34 kg","2000M10",1.12
"2381","Pig Price per Head (Euro)","Pigs 35-44 kg","2000M10",40.07
"2382","Pig Price per Kg (Euro)","Pigs 35-44 kg","2000M10",1.06
"2383","Pig Price per Head (Euro)","Pigs 45-54 kg","2000M10",44.6
"2384","Pig Price per Kg (Euro)","Pigs 45-54 kg","2000M10",0.88
"2385","Pig Price per Head (Euro)","Pigs 15-24 kg","2000M11",26.03
"2386","Pig Price per Kg (Euro)","Pigs 15-24 kg","2000M11",1.24
"2387","Pig Price per Head (Euro)","Pigs 25-34 kg","2000M11",37.09
"2388","Pig Price per Kg (Euro)","Pigs 25-34 kg","2000M11",1.17
"2389","Pig Price per Head (Euro)","Pigs 35-44 kg","2000M11",43.72
"2390","Pig Price per Kg (Euro)","Pigs 35-44 kg","2000M11",1.18
"2391","Pig Price per Head (Euro)","Pigs 45-54 kg","2000M11",49.61
"2392","Pig Price per Kg (Euro)","Pigs 45-54 kg","2000M11",1
"2393","Pig Price per Head (Euro)","Pigs 15-24 kg","2000M12",24
"2394","Pig Price per Kg (Euro)","Pigs 15-24 kg","2000M12",1.07
"2395","Pig Price per Head (Euro)","Pigs 25-34 kg","2000M12",34.87
"2396","Pig Price per Kg (Euro)","Pigs 25-34 kg","2000M12",1.16
"2397","Pig Price per Head (Euro)","Pigs 35-44 kg","2000M12",43.36
"2398","Pig Price per Kg (Euro)","Pigs 35-44 kg","2000M12",1.12
"2399","Pig Price per Head (Euro)","Pigs 45-54 kg","2000M12",45.2
"2400","Pig Price per Kg (Euro)","Pigs 45-54 kg","2000M12",0.9
"2401","Pig Price per Head (Euro)","Pigs 15-24 kg","2001M01",27.71
"2402","Pig Price per Kg (Euro)","Pigs 15-24 kg","2001M01",1.22
"2403","Pig Price per Head (Euro)","Pigs 25-34 kg","2001M01",38.27
"2404","Pig Price per Kg (Euro)","Pigs 25-34 kg","2001M01",1.24
"2405","Pig Price per Head (Euro)","Pigs 35-44 kg","2001M01",44.07
"2406","Pig Price per Kg (Euro)","Pigs 35-44 kg","2001M01",1.14
"2407","Pig Price per Head (Euro)","Pigs 45-54 kg","2001M01",50.81
"2408","Pig Price per Kg (Euro)","Pigs 45-54 kg","2001M01",1.12
"2409","Pig Price per Head (Euro)","Pigs 15-24 kg","2001M02",28.25
"2410","Pig Price per Kg (Euro)","Pigs 15-24 kg","2001M02",1.23
"2411","Pig Price per Head (Euro)","Pigs 25-34 kg","2001M02",41.6
"2412","Pig Price per Kg (Euro)","Pigs 25-34 kg","2001M02",1.33
"2413","Pig Price per Head (Euro)","Pigs 35-44 kg","2001M02",46.41
"2414","Pig Price per Kg (Euro)","Pigs 35-44 kg","2001M02",1.21
