"","Statistic","Month","Type.of.Cattle","value"
"10652","Cattle Price per 100 Kg (Euro)","1998M02","Heifers 350-399kg",123.94
"10653","Cattle Price per Head (Euro)","1998M03","Heifers 350-399kg",492.56
"10654","Cattle Price per 100 Kg (Euro)","1998M03","Heifers 350-399kg",132.63
"10655","Cattle Price per Head (Euro)","1998M04","Heifers 350-399kg",492.41
"10656","Cattle Price per 100 Kg (Euro)","1998M04","Heifers 350-399kg",132.63
"10657","Cattle Price per Head (Euro)","1998M05","Heifers 350-399kg",479.63
"10658","Cattle Price per 100 Kg (Euro)","1998M05","Heifers 350-399kg",128.94
"10659","Cattle Price per Head (Euro)","1998M06","Heifers 350-399kg",463
"10660","Cattle Price per 100 Kg (Euro)","1998M06","Heifers 350-399kg",124.86
"10661","Cattle Price per Head (Euro)","1998M07","Heifers 350-399kg",442.94
"10662","Cattle Price per 100 Kg (Euro)","1998M07","Heifers 350-399kg",118.75
"10663","Cattle Price per Head (Euro)","1998M08","Heifers 350-399kg",434.06
"10664","Cattle Price per 100 Kg (Euro)","1998M08","Heifers 350-399kg",116.32
"10665","Cattle Price per Head (Euro)","1998M09","Heifers 350-399kg",410.33
"10666","Cattle Price per 100 Kg (Euro)","1998M09","Heifers 350-399kg",108.63
"10667","Cattle Price per Head (Euro)","1998M10","Heifers 350-399kg",386.4
"10668","Cattle Price per 100 Kg (Euro)","1998M10","Heifers 350-399kg",103.16
"10669","Cattle Price per Head (Euro)","1998M11","Heifers 350-399kg",378.05
"10670","Cattle Price per 100 Kg (Euro)","1998M11","Heifers 350-399kg",101.08
"10671","Cattle Price per Head (Euro)","1998M12","Heifers 350-399kg",360.35
"10672","Cattle Price per 100 Kg (Euro)","1998M12","Heifers 350-399kg",96.32
"10673","Cattle Price per Head (Euro)","1999M01","Heifers 350-399kg",365.35
"10674","Cattle Price per 100 Kg (Euro)","1999M01","Heifers 350-399kg",97.43
"10675","Cattle Price per Head (Euro)","1999M02","Heifers 350-399kg",395.34
"10676","Cattle Price per 100 Kg (Euro)","1999M02","Heifers 350-399kg",104.73
"10677","Cattle Price per Head (Euro)","1999M03","Heifers 350-399kg",436.19
"10678","Cattle Price per 100 Kg (Euro)","1999M03","Heifers 350-399kg",116.62
"10679","Cattle Price per Head (Euro)","1999M04","Heifers 350-399kg",448.17
"10680","Cattle Price per 100 Kg (Euro)","1999M04","Heifers 350-399kg",120.31
"10681","Cattle Price per Head (Euro)","1999M05","Heifers 350-399kg",426.68
"10682","Cattle Price per 100 Kg (Euro)","1999M05","Heifers 350-399kg",114.44
"10683","Cattle Price per Head (Euro)","1999M06","Heifers 350-399kg",408.77
"10684","Cattle Price per 100 Kg (Euro)","1999M06","Heifers 350-399kg",110.03
"10685","Cattle Price per Head (Euro)","1999M07","Heifers 350-399kg",411.07
"10686","Cattle Price per 100 Kg (Euro)","1999M07","Heifers 350-399kg",110.57
"10687","Cattle Price per Head (Euro)","1999M08","Heifers 350-399kg",389.04
"10688","Cattle Price per 100 Kg (Euro)","1999M08","Heifers 350-399kg",104.43
"10689","Cattle Price per Head (Euro)","1999M09","Heifers 350-399kg",396.02
"10690","Cattle Price per 100 Kg (Euro)","1999M09","Heifers 350-399kg",106.27
"10691","Cattle Price per Head (Euro)","1999M10","Heifers 350-399kg",381.91
"10692","Cattle Price per 100 Kg (Euro)","1999M10","Heifers 350-399kg",101.91
"10693","Cattle Price per Head (Euro)","1999M11","Heifers 350-399kg",399.68
"10694","Cattle Price per 100 Kg (Euro)","1999M11","Heifers 350-399kg",107.01
"10695","Cattle Price per Head (Euro)","1999M12","Heifers 350-399kg",397.06
"10696","Cattle Price per 100 Kg (Euro)","1999M12","Heifers 350-399kg",106.29
"10697","Cattle Price per Head (Euro)","2000M01","Heifers 350-399kg",438.55
"10698","Cattle Price per 100 Kg (Euro)","2000M01","Heifers 350-399kg",116.09
"10699","Cattle Price per Head (Euro)","2000M02","Heifers 350-399kg",456.89
"10700","Cattle Price per 100 Kg (Euro)","2000M02","Heifers 350-399kg",122.24
"10701","Cattle Price per Head (Euro)","2000M03","Heifers 350-399kg",477.57
"10702","Cattle Price per 100 Kg (Euro)","2000M03","Heifers 350-399kg",127.67
"10703","Cattle Price per Head (Euro)","2000M04","Heifers 350-399kg",485.18
"10704","Cattle Price per 100 Kg (Euro)","2000M04","Heifers 350-399kg",129.93
"10705","Cattle Price per Head (Euro)","2000M05","Heifers 350-399kg",511.26
"10706","Cattle Price per 100 Kg (Euro)","2000M05","Heifers 350-399kg",137.04
"10707","Cattle Price per Head (Euro)","2000M06","Heifers 350-399kg",523.31
"10708","Cattle Price per 100 Kg (Euro)","2000M06","Heifers 350-399kg",140.5
"10709","Cattle Price per Head (Euro)","2000M07","Heifers 350-399kg",509.98
"10710","Cattle Price per 100 Kg (Euro)","2000M07","Heifers 350-399kg",137.21
"10711","Cattle Price per Head (Euro)","2000M08","Heifers 350-399kg",513.77
"10712","Cattle Price per 100 Kg (Euro)","2000M08","Heifers 350-399kg",137.44
"10713","Cattle Price per Head (Euro)","2000M09","Heifers 350-399kg",493.39
"10714","Cattle Price per 100 Kg (Euro)","2000M09","Heifers 350-399kg",131.65
"10715","Cattle Price per Head (Euro)","2000M10","Heifers 350-399kg",487.05
"10716","Cattle Price per 100 Kg (Euro)","2000M10","Heifers 350-399kg",130
"10717","Cattle Price per Head (Euro)","2000M11","Heifers 350-399kg",454.85
"10718","Cattle Price per 100 Kg (Euro)","2000M11","Heifers 350-399kg",121.34
"10719","Cattle Price per Head (Euro)","2000M12","Heifers 350-399kg",451.6
"10720","Cattle Price per 100 Kg (Euro)","2000M12","Heifers 350-399kg",120.21
"10721","Cattle Price per Head (Euro)","2001M01","Heifers 350-399kg",516.97
"10722","Cattle Price per 100 Kg (Euro)","2001M01","Heifers 350-399kg",139.21
"10723","Cattle Price per Head (Euro)","2001M02","Heifers 350-399kg",470.84
"10724","Cattle Price per 100 Kg (Euro)","2001M02","Heifers 350-399kg",125.84
"10725","Cattle Price per Head (Euro)","2001M03","Heifers 350-399kg",NA
"10726","Cattle Price per 100 Kg (Euro)","2001M03","Heifers 350-399kg",NA
"10727","Cattle Price per Head (Euro)","2001M04","Heifers 350-399kg",NA
"10728","Cattle Price per 100 Kg (Euro)","2001M04","Heifers 350-399kg",NA
"10729","Cattle Price per Head (Euro)","2001M05","Heifers 350-399kg",NA
"10730","Cattle Price per 100 Kg (Euro)","2001M05","Heifers 350-399kg",NA
"10731","Cattle Price per Head (Euro)","2001M06","Heifers 350-399kg",NA
"10732","Cattle Price per 100 Kg (Euro)","2001M06","Heifers 350-399kg",NA
"10733","Cattle Price per Head (Euro)","2001M07","Heifers 350-399kg",480.48
"10734","Cattle Price per 100 Kg (Euro)","2001M07","Heifers 350-399kg",129.11
"10735","Cattle Price per Head (Euro)","2001M08","Heifers 350-399kg",449.26
"10736","Cattle Price per 100 Kg (Euro)","2001M08","Heifers 350-399kg",120.13
"10737","Cattle Price per Head (Euro)","2001M09","Heifers 350-399kg",454.93
"10738","Cattle Price per 100 Kg (Euro)","2001M09","Heifers 350-399kg",121.73
"10739","Cattle Price per Head (Euro)","2001M10","Heifers 350-399kg",464.97
"10740","Cattle Price per 100 Kg (Euro)","2001M10","Heifers 350-399kg",123.77
"10741","Cattle Price per Head (Euro)","2001M11","Heifers 350-399kg",481.82
"10742","Cattle Price per 100 Kg (Euro)","2001M11","Heifers 350-399kg",128.25
"10743","Cattle Price per Head (Euro)","2001M12","Heifers 350-399kg",498.54
"10744","Cattle Price per 100 Kg (Euro)","2001M12","Heifers 350-399kg",133.15
"10745","Cattle Price per Head (Euro)","2002M01","Heifers 350-399kg",543.09
"10746","Cattle Price per 100 Kg (Euro)","2002M01","Heifers 350-399kg",145.4
"10747","Cattle Price per Head (Euro)","2002M02","Heifers 350-399kg",549.29
"10748","Cattle Price per 100 Kg (Euro)","2002M02","Heifers 350-399kg",147.1
"10749","Cattle Price per Head (Euro)","2002M03","Heifers 350-399kg",561.18
"10750","Cattle Price per 100 Kg (Euro)","2002M03","Heifers 350-399kg",150.69
"10751","Cattle Price per Head (Euro)","2002M04","Heifers 350-399kg",559.41
"10752","Cattle Price per 100 Kg (Euro)","2002M04","Heifers 350-399kg",150.63
"10753","Cattle Price per Head (Euro)","2002M05","Heifers 350-399kg",539.18
"10754","Cattle Price per 100 Kg (Euro)","2002M05","Heifers 350-399kg",144.75
"10755","Cattle Price per Head (Euro)","2002M06","Heifers 350-399kg",486.87
"10756","Cattle Price per 100 Kg (Euro)","2002M06","Heifers 350-399kg",130.53
"10757","Cattle Price per Head (Euro)","2002M07","Heifers 350-399kg",465.17
"10758","Cattle Price per 100 Kg (Euro)","2002M07","Heifers 350-399kg",125.34
"10759","Cattle Price per Head (Euro)","2002M08","Heifers 350-399kg",472.16
"10760","Cattle Price per 100 Kg (Euro)","2002M08","Heifers 350-399kg",126.36
"10761","Cattle Price per Head (Euro)","2002M09","Heifers 350-399kg",451.09
"10762","Cattle Price per 100 Kg (Euro)","2002M09","Heifers 350-399kg",120.6
"10763","Cattle Price per Head (Euro)","2002M10","Heifers 350-399kg",453.42
"10764","Cattle Price per 100 Kg (Euro)","2002M10","Heifers 350-399kg",120.66
"10765","Cattle Price per Head (Euro)","2002M11","Heifers 350-399kg",458.64
"10766","Cattle Price per 100 Kg (Euro)","2002M11","Heifers 350-399kg",122.28
"10767","Cattle Price per Head (Euro)","2002M12","Heifers 350-399kg",467.19
"10768","Cattle Price per 100 Kg (Euro)","2002M12","Heifers 350-399kg",124.96
"10769","Cattle Price per Head (Euro)","2003M01","Heifers 350-399kg",522.77
"10770","Cattle Price per 100 Kg (Euro)","2003M01","Heifers 350-399kg",139.28
"10771","Cattle Price per Head (Euro)","2003M02","Heifers 350-399kg",519.85
"10772","Cattle Price per 100 Kg (Euro)","2003M02","Heifers 350-399kg",139.2
"10773","Cattle Price per Head (Euro)","2003M03","Heifers 350-399kg",510.17
"10774","Cattle Price per 100 Kg (Euro)","2003M03","Heifers 350-399kg",136.34
"10775","Cattle Price per Head (Euro)","2003M04","Heifers 350-399kg",528.76
"10776","Cattle Price per 100 Kg (Euro)","2003M04","Heifers 350-399kg",141.82
"10777","Cattle Price per Head (Euro)","2003M05","Heifers 350-399kg",507.63
"10778","Cattle Price per 100 Kg (Euro)","2003M05","Heifers 350-399kg",136.43
"10779","Cattle Price per Head (Euro)","2003M06","Heifers 350-399kg",509.89
"10780","Cattle Price per 100 Kg (Euro)","2003M06","Heifers 350-399kg",136.99
"10781","Cattle Price per Head (Euro)","2003M07","Heifers 350-399kg",520.52
"10782","Cattle Price per 100 Kg (Euro)","2003M07","Heifers 350-399kg",139.44
"10783","Cattle Price per Head (Euro)","2003M08","Heifers 350-399kg",512.38
"10784","Cattle Price per 100 Kg (Euro)","2003M08","Heifers 350-399kg",137.09
"10785","Cattle Price per Head (Euro)","2003M09","Heifers 350-399kg",484.95
"10786","Cattle Price per 100 Kg (Euro)","2003M09","Heifers 350-399kg",129.69
"10787","Cattle Price per Head (Euro)","2003M10","Heifers 350-399kg",488.88
"10788","Cattle Price per 100 Kg (Euro)","2003M10","Heifers 350-399kg",130.44
"10789","Cattle Price per Head (Euro)","2003M11","Heifers 350-399kg",486
"10790","Cattle Price per 100 Kg (Euro)","2003M11","Heifers 350-399kg",129.66
"10791","Cattle Price per Head (Euro)","2003M12","Heifers 350-399kg",510.14
"10792","Cattle Price per 100 Kg (Euro)","2003M12","Heifers 350-399kg",136.51
"10793","Cattle Price per Head (Euro)","2004M01","Heifers 350-399kg",534.17
"10794","Cattle Price per 100 Kg (Euro)","2004M01","Heifers 350-399kg",143.47
"10795","Cattle Price per Head (Euro)","2004M02","Heifers 350-399kg",574.71
"10796","Cattle Price per 100 Kg (Euro)","2004M02","Heifers 350-399kg",153.76
"10797","Cattle Price per Head (Euro)","2004M03","Heifers 350-399kg",580.69
"10798","Cattle Price per 100 Kg (Euro)","2004M03","Heifers 350-399kg",156.1
"10799","Cattle Price per Head (Euro)","2004M04","Heifers 350-399kg",605.27
"10800","Cattle Price per 100 Kg (Euro)","2004M04","Heifers 350-399kg",162.33
"10801","Cattle Price per Head (Euro)","2004M05","Heifers 350-399kg",606.35
"10802","Cattle Price per 100 Kg (Euro)","2004M05","Heifers 350-399kg",163.29
"10803","Cattle Price per Head (Euro)","2004M06","Heifers 350-399kg",614.4
"10804","Cattle Price per 100 Kg (Euro)","2004M06","Heifers 350-399kg",165.32
"10805","Cattle Price per Head (Euro)","2004M07","Heifers 350-399kg",566.31
"10806","Cattle Price per 100 Kg (Euro)","2004M07","Heifers 350-399kg",151.96
"10807","Cattle Price per Head (Euro)","2004M08","Heifers 350-399kg",553.46
"10808","Cattle Price per 100 Kg (Euro)","2004M08","Heifers 350-399kg",148.46
"10809","Cattle Price per Head (Euro)","2004M09","Heifers 350-399kg",534.09
"10810","Cattle Price per 100 Kg (Euro)","2004M09","Heifers 350-399kg",142.66
"10811","Cattle Price per Head (Euro)","2004M10","Heifers 350-399kg",505.74
"10812","Cattle Price per 100 Kg (Euro)","2004M10","Heifers 350-399kg",134.82
"10813","Cattle Price per Head (Euro)","2004M11","Heifers 350-399kg",520.18
"10814","Cattle Price per 100 Kg (Euro)","2004M11","Heifers 350-399kg",138.14
"10815","Cattle Price per Head (Euro)","2004M12","Heifers 350-399kg",509.47
"10816","Cattle Price per 100 Kg (Euro)","2004M12","Heifers 350-399kg",136.79
"10817","Cattle Price per Head (Euro)","2005M01","Heifers 350-399kg",583.86
"10818","Cattle Price per 100 Kg (Euro)","2005M01","Heifers 350-399kg",155.93
"10819","Cattle Price per Head (Euro)","2005M02","Heifers 350-399kg",583.49
"10820","Cattle Price per 100 Kg (Euro)","2005M02","Heifers 350-399kg",155.88
"10821","Cattle Price per Head (Euro)","2005M03","Heifers 350-399kg",596.19
"10822","Cattle Price per 100 Kg (Euro)","2005M03","Heifers 350-399kg",159.99
"10823","Cattle Price per Head (Euro)","2005M04","Heifers 350-399kg",598.37
"10824","Cattle Price per 100 Kg (Euro)","2005M04","Heifers 350-399kg",160.66
"10825","Cattle Price per Head (Euro)","2005M05","Heifers 350-399kg",575.21
"10826","Cattle Price per 100 Kg (Euro)","2005M05","Heifers 350-399kg",154.31
"10827","Cattle Price per Head (Euro)","2005M06","Heifers 350-399kg",579.49
"10828","Cattle Price per 100 Kg (Euro)","2005M06","Heifers 350-399kg",155.51
"10829","Cattle Price per Head (Euro)","2005M07","Heifers 350-399kg",533.47
"10830","Cattle Price per 100 Kg (Euro)","2005M07","Heifers 350-399kg",142.63
"10831","Cattle Price per Head (Euro)","2005M08","Heifers 350-399kg",524.93
"10832","Cattle Price per 100 Kg (Euro)","2005M08","Heifers 350-399kg",140.23
"10833","Cattle Price per Head (Euro)","2005M09","Heifers 350-399kg",504.41
"10834","Cattle Price per 100 Kg (Euro)","2005M09","Heifers 350-399kg",134.17
"10835","Cattle Price per Head (Euro)","2005M10","Heifers 350-399kg",510.33
"10836","Cattle Price per 100 Kg (Euro)","2005M10","Heifers 350-399kg",135.83
"10837","Cattle Price per Head (Euro)","2005M11","Heifers 350-399kg",504.17
"10838","Cattle Price per 100 Kg (Euro)","2005M11","Heifers 350-399kg",134.6
"10839","Cattle Price per Head (Euro)","2005M12","Heifers 350-399kg",504.87
"10840","Cattle Price per 100 Kg (Euro)","2005M12","Heifers 350-399kg",134.5
"10841","Cattle Price per Head (Euro)","2006M01","Heifers 350-399kg",551.03
"10842","Cattle Price per 100 Kg (Euro)","2006M01","Heifers 350-399kg",147.17
"10843","Cattle Price per Head (Euro)","2006M02","Heifers 350-399kg",574.57
"10844","Cattle Price per 100 Kg (Euro)","2006M02","Heifers 350-399kg",153.33
"10845","Cattle Price per Head (Euro)","2006M03","Heifers 350-399kg",587.95
"10846","Cattle Price per 100 Kg (Euro)","2006M03","Heifers 350-399kg",157.68
"10847","Cattle Price per Head (Euro)","2006M04","Heifers 350-399kg",590.36
"10848","Cattle Price per 100 Kg (Euro)","2006M04","Heifers 350-399kg",158.36
"10849","Cattle Price per Head (Euro)","2006M05","Heifers 350-399kg",590.18
"10850","Cattle Price per 100 Kg (Euro)","2006M05","Heifers 350-399kg",158.43
"10851","Cattle Price per Head (Euro)","2006M06","Heifers 350-399kg",562.69
"10852","Cattle Price per 100 Kg (Euro)","2006M06","Heifers 350-399kg",151.06
"10853","Cattle Price per Head (Euro)","2006M07","Heifers 350-399kg",531.28
"10854","Cattle Price per 100 Kg (Euro)","2006M07","Heifers 350-399kg",142.48
"10855","Cattle Price per Head (Euro)","2006M08","Heifers 350-399kg",535.88
"10856","Cattle Price per 100 Kg (Euro)","2006M08","Heifers 350-399kg",143.34
"10857","Cattle Price per Head (Euro)","2006M09","Heifers 350-399kg",559.1
"10858","Cattle Price per 100 Kg (Euro)","2006M09","Heifers 350-399kg",148.96
"10859","Cattle Price per Head (Euro)","2006M10","Heifers 350-399kg",563.31
"10860","Cattle Price per 100 Kg (Euro)","2006M10","Heifers 350-399kg",150.02
"10861","Cattle Price per Head (Euro)","2006M11","Heifers 350-399kg",541.84
"10862","Cattle Price per 100 Kg (Euro)","2006M11","Heifers 350-399kg",144.52
"10863","Cattle Price per Head (Euro)","2006M12","Heifers 350-399kg",529.13
"10864","Cattle Price per 100 Kg (Euro)","2006M12","Heifers 350-399kg",141.41
"10865","Cattle Price per Head (Euro)","2007M01","Heifers 350-399kg",575.07
"10866","Cattle Price per 100 Kg (Euro)","2007M01","Heifers 350-399kg",151.97
"10867","Cattle Price per Head (Euro)","2007M02","Heifers 350-399kg",587.73
"10868","Cattle Price per 100 Kg (Euro)","2007M02","Heifers 350-399kg",157.69
"10869","Cattle Price per Head (Euro)","2007M03","Heifers 350-399kg",604.07
"10870","Cattle Price per 100 Kg (Euro)","2007M03","Heifers 350-399kg",161.68
"10871","Cattle Price per Head (Euro)","2007M04","Heifers 350-399kg",625.75
"10872","Cattle Price per 100 Kg (Euro)","2007M04","Heifers 350-399kg",167.51
"10873","Cattle Price per Head (Euro)","2007M05","Heifers 350-399kg",673.59
"10874","Cattle Price per 100 Kg (Euro)","2007M05","Heifers 350-399kg",159.48
"10875","Cattle Price per Head (Euro)","2007M06","Heifers 350-399kg",590.59
"10876","Cattle Price per 100 Kg (Euro)","2007M06","Heifers 350-399kg",159.11
"10877","Cattle Price per Head (Euro)","2007M07","Heifers 350-399kg",565.1
"10878","Cattle Price per 100 Kg (Euro)","2007M07","Heifers 350-399kg",151.45
"10879","Cattle Price per Head (Euro)","2007M08","Heifers 350-399kg",547.61
"10880","Cattle Price per 100 Kg (Euro)","2007M08","Heifers 350-399kg",146.88
"10881","Cattle Price per Head (Euro)","2007M09","Heifers 350-399kg",560.02
"10882","Cattle Price per 100 Kg (Euro)","2007M09","Heifers 350-399kg",148.97
"10883","Cattle Price per Head (Euro)","2007M10","Heifers 350-399kg",538.18
"10884","Cattle Price per 100 Kg (Euro)","2007M10","Heifers 350-399kg",143.3
"10885","Cattle Price per Head (Euro)","2007M11","Heifers 350-399kg",561.61
"10886","Cattle Price per 100 Kg (Euro)","2007M11","Heifers 350-399kg",149.34
"10887","Cattle Price per Head (Euro)","2007M12","Heifers 350-399kg",563.48
"10888","Cattle Price per 100 Kg (Euro)","2007M12","Heifers 350-399kg",149.7
"10889","Cattle Price per Head (Euro)","2008M01","Heifers 350-399kg",641.37
"10890","Cattle Price per 100 Kg (Euro)","2008M01","Heifers 350-399kg",172.14
"10891","Cattle Price per Head (Euro)","2008M02","Heifers 350-399kg",677.93
"10892","Cattle Price per 100 Kg (Euro)","2008M02","Heifers 350-399kg",181.46
"10893","Cattle Price per Head (Euro)","2008M03","Heifers 350-399kg",662.8
"10894","Cattle Price per 100 Kg (Euro)","2008M03","Heifers 350-399kg",177.61
"10895","Cattle Price per Head (Euro)","2008M04","Heifers 350-399kg",657.94
"10896","Cattle Price per 100 Kg (Euro)","2008M04","Heifers 350-399kg",176.88
"10897","Cattle Price per Head (Euro)","2008M05","Heifers 350-399kg",671.11
