"","Region","Year","Type.of.Animal","value"
"1836","North West","1985","Other cattle female: 1-2 years",91.3
"1837","State","1986","Other cattle female: 1-2 years",631.8
"1838","Midlands and East","1986","Other cattle female: 1-2 years",125.3
"1839","South-East (IRL)","1986","Other cattle female: 1-2 years",137.5
"1840","South-West (IRL)","1986","Other cattle female: 1-2 years",137.5
"1841","West","1986","Other cattle female: 1-2 years",140.1
"1842","North West","1986","Other cattle female: 1-2 years",91.4
"1843","State","1987","Other cattle female: 1-2 years",632
"1844","Midlands and East","1987","Other cattle female: 1-2 years",129.6
"1845","South-East (IRL)","1987","Other cattle female: 1-2 years",136.6
"1846","South-West (IRL)","1987","Other cattle female: 1-2 years",137.3
"1847","West","1987","Other cattle female: 1-2 years",141.5
"1848","North West","1987","Other cattle female: 1-2 years",87
"1849","State","1988","Other cattle female: 1-2 years",626.8
"1850","Midlands and East","1988","Other cattle female: 1-2 years",131.7
"1851","South-East (IRL)","1988","Other cattle female: 1-2 years",135.4
"1852","South-West (IRL)","1988","Other cattle female: 1-2 years",133.2
"1853","West","1988","Other cattle female: 1-2 years",142.6
"1854","North West","1988","Other cattle female: 1-2 years",83.8
"1855","State","1989","Other cattle female: 1-2 years",645.3
"1856","Midlands and East","1989","Other cattle female: 1-2 years",126.4
"1857","South-East (IRL)","1989","Other cattle female: 1-2 years",141.4
"1858","South-West (IRL)","1989","Other cattle female: 1-2 years",137.9
"1859","West","1989","Other cattle female: 1-2 years",148.2
"1860","North West","1989","Other cattle female: 1-2 years",91.4
"1861","State","1990","Other cattle female: 1-2 years",677.3
"1862","Midlands and East","1990","Other cattle female: 1-2 years",129.1
"1863","South-East (IRL)","1990","Other cattle female: 1-2 years",154.6
"1864","South-West (IRL)","1990","Other cattle female: 1-2 years",147.8
"1865","West","1990","Other cattle female: 1-2 years",149.4
"1866","North West","1990","Other cattle female: 1-2 years",96.4
"1867","State","1991","Other cattle female: 1-2 years",710.9
"1868","Midlands and East","1991","Other cattle female: 1-2 years",141
"1869","South-East (IRL)","1991","Other cattle female: 1-2 years",172
"1870","South-West (IRL)","1991","Other cattle female: 1-2 years",164.2
"1871","West","1991","Other cattle female: 1-2 years",137.1
"1872","North West","1991","Other cattle female: 1-2 years",96.5
"1873","State","1992","Other cattle female: 1-2 years",656.1
"1874","Midlands and East","1992","Other cattle female: 1-2 years",132.7
"1875","South-East (IRL)","1992","Other cattle female: 1-2 years",153.1
"1876","South-West (IRL)","1992","Other cattle female: 1-2 years",152
"1877","West","1992","Other cattle female: 1-2 years",125.1
"1878","North West","1992","Other cattle female: 1-2 years",93.2
"1879","State","1993","Other cattle female: 1-2 years",629.5
"1880","Midlands and East","1993","Other cattle female: 1-2 years",131.1
"1881","South-East (IRL)","1993","Other cattle female: 1-2 years",154.6
"1882","South-West (IRL)","1993","Other cattle female: 1-2 years",140.6
"1883","West","1993","Other cattle female: 1-2 years",119.8
"1884","North West","1993","Other cattle female: 1-2 years",83.9
"1885","State","1994","Other cattle female: 1-2 years",633.7
"1886","Midlands and East","1994","Other cattle female: 1-2 years",131.5
"1887","South-East (IRL)","1994","Other cattle female: 1-2 years",157.3
"1888","South-West (IRL)","1994","Other cattle female: 1-2 years",137
"1889","West","1994","Other cattle female: 1-2 years",119.7
"1890","North West","1994","Other cattle female: 1-2 years",88.3
"1891","State","1995","Other cattle female: 1-2 years",621.7
"1892","Midlands and East","1995","Other cattle female: 1-2 years",132.7
"1893","South-East (IRL)","1995","Other cattle female: 1-2 years",152.5
"1894","South-West (IRL)","1995","Other cattle female: 1-2 years",134.6
"1895","West","1995","Other cattle female: 1-2 years",117.6
"1896","North West","1995","Other cattle female: 1-2 years",84.2
"1897","State","1996","Other cattle female: 1-2 years",643.2
"1898","Midlands and East","1996","Other cattle female: 1-2 years",135.7
"1899","South-East (IRL)","1996","Other cattle female: 1-2 years",154.6
"1900","South-West (IRL)","1996","Other cattle female: 1-2 years",143.2
"1901","West","1996","Other cattle female: 1-2 years",125.4
"1902","North West","1996","Other cattle female: 1-2 years",84.3
"1903","State","1997","Other cattle female: 1-2 years",662.3
"1904","Midlands and East","1997","Other cattle female: 1-2 years",139.2
"1905","South-East (IRL)","1997","Other cattle female: 1-2 years",158.6
"1906","South-West (IRL)","1997","Other cattle female: 1-2 years",146.1
"1907","West","1997","Other cattle female: 1-2 years",129.3
"1908","North West","1997","Other cattle female: 1-2 years",89.1
"1909","State","1998","Other cattle female: 1-2 years",697
"1910","Midlands and East","1998","Other cattle female: 1-2 years",149.2
"1911","South-East (IRL)","1998","Other cattle female: 1-2 years",171.3
"1912","South-West (IRL)","1998","Other cattle female: 1-2 years",153.5
"1913","West","1998","Other cattle female: 1-2 years",133.5
"1914","North West","1998","Other cattle female: 1-2 years",89.5
"1915","State","1999","Other cattle female: 1-2 years",667.1
"1916","Midlands and East","1999","Other cattle female: 1-2 years",136.3
"1917","South-East (IRL)","1999","Other cattle female: 1-2 years",166.9
"1918","South-West (IRL)","1999","Other cattle female: 1-2 years",152.7
"1919","West","1999","Other cattle female: 1-2 years",122.4
"1920","North West","1999","Other cattle female: 1-2 years",88.8
"1921","State","1980","Other cattle: under 1 year",1611.2
"1922","Midlands and East","1980","Other cattle: under 1 year",247.4
"1923","South-East (IRL)","1980","Other cattle: under 1 year",363.9
"1924","South-West (IRL)","1980","Other cattle: under 1 year",379.9
"1925","West","1980","Other cattle: under 1 year",366.3
"1926","North West","1980","Other cattle: under 1 year",253.7
"1927","State","1981","Other cattle: under 1 year",1595.8
"1928","Midlands and East","1981","Other cattle: under 1 year",250.3
"1929","South-East (IRL)","1981","Other cattle: under 1 year",361
"1930","South-West (IRL)","1981","Other cattle: under 1 year",365.1
"1931","West","1981","Other cattle: under 1 year",369.3
"1932","North West","1981","Other cattle: under 1 year",250.1
"1933","State","1982","Other cattle: under 1 year",1613.9
"1934","Midlands and East","1982","Other cattle: under 1 year",249.3
"1935","South-East (IRL)","1982","Other cattle: under 1 year",369.8
"1936","South-West (IRL)","1982","Other cattle: under 1 year",369.3
"1937","West","1982","Other cattle: under 1 year",374.7
"1938","North West","1982","Other cattle: under 1 year",250.9
"1939","State","1983","Other cattle: under 1 year",1650.4
"1940","Midlands and East","1983","Other cattle: under 1 year",256.4
"1941","South-East (IRL)","1983","Other cattle: under 1 year",380.6
"1942","South-West (IRL)","1983","Other cattle: under 1 year",376.4
"1943","West","1983","Other cattle: under 1 year",378.4
"1944","North West","1983","Other cattle: under 1 year",258.4
"1945","State","1984","Other cattle: under 1 year",1656.8
"1946","Midlands and East","1984","Other cattle: under 1 year",253.7
"1947","South-East (IRL)","1984","Other cattle: under 1 year",388.2
"1948","South-West (IRL)","1984","Other cattle: under 1 year",379.8
"1949","West","1984","Other cattle: under 1 year",376.7
"1950","North West","1984","Other cattle: under 1 year",258.3
"1951","State","1985","Other cattle: under 1 year",1660.6
"1952","Midlands and East","1985","Other cattle: under 1 year",250.1
"1953","South-East (IRL)","1985","Other cattle: under 1 year",391.2
"1954","South-West (IRL)","1985","Other cattle: under 1 year",384.3
"1955","West","1985","Other cattle: under 1 year",374.7
"1956","North West","1985","Other cattle: under 1 year",260.2
"1957","State","1986","Other cattle: under 1 year",1642.5
"1958","Midlands and East","1986","Other cattle: under 1 year",251.7
"1959","South-East (IRL)","1986","Other cattle: under 1 year",395.7
"1960","South-West (IRL)","1986","Other cattle: under 1 year",392.5
"1961","West","1986","Other cattle: under 1 year",353.8
"1962","North West","1986","Other cattle: under 1 year",248.7
"1963","State","1987","Other cattle: under 1 year",1631.3
"1964","Midlands and East","1987","Other cattle: under 1 year",248.1
"1965","South-East (IRL)","1987","Other cattle: under 1 year",399.1
"1966","South-West (IRL)","1987","Other cattle: under 1 year",387.9
"1967","West","1987","Other cattle: under 1 year",346.5
"1968","North West","1987","Other cattle: under 1 year",249.8
"1969","State","1988","Other cattle: under 1 year",1621.9
"1970","Midlands and East","1988","Other cattle: under 1 year",247.4
"1971","South-East (IRL)","1988","Other cattle: under 1 year",394.5
"1972","South-West (IRL)","1988","Other cattle: under 1 year",390.6
"1973","West","1988","Other cattle: under 1 year",341.6
"1974","North West","1988","Other cattle: under 1 year",247.9
"1975","State","1989","Other cattle: under 1 year",1691.2
"1976","Midlands and East","1989","Other cattle: under 1 year",259.5
"1977","South-East (IRL)","1989","Other cattle: under 1 year",415.6
"1978","South-West (IRL)","1989","Other cattle: under 1 year",418.9
"1979","West","1989","Other cattle: under 1 year",341.3
"1980","North West","1989","Other cattle: under 1 year",255.9
"1981","State","1990","Other cattle: under 1 year",1716.1
"1982","Midlands and East","1990","Other cattle: under 1 year",260
"1983","South-East (IRL)","1990","Other cattle: under 1 year",420.2
"1984","South-West (IRL)","1990","Other cattle: under 1 year",437.6
"1985","West","1990","Other cattle: under 1 year",334.9
"1986","North West","1990","Other cattle: under 1 year",263.5
"1987","State","1991","Other cattle: under 1 year",1764.7
"1988","Midlands and East","1991","Other cattle: under 1 year",253.2
"1989","South-East (IRL)","1991","Other cattle: under 1 year",430.1
"1990","South-West (IRL)","1991","Other cattle: under 1 year",468.5
"1991","West","1991","Other cattle: under 1 year",352.4
"1992","North West","1991","Other cattle: under 1 year",260.5
"1993","State","1992","Other cattle: under 1 year",1694.5
"1994","Midlands and East","1992","Other cattle: under 1 year",238.8
"1995","South-East (IRL)","1992","Other cattle: under 1 year",417.6
"1996","South-West (IRL)","1992","Other cattle: under 1 year",449.4
"1997","West","1992","Other cattle: under 1 year",338.3
"1998","North West","1992","Other cattle: under 1 year",250.4
"1999","State","1993","Other cattle: under 1 year",1737.5
"2000","Midlands and East","1993","Other cattle: under 1 year",245.9
"2001","South-East (IRL)","1993","Other cattle: under 1 year",426.3
"2002","South-West (IRL)","1993","Other cattle: under 1 year",459.9
"2003","West","1993","Other cattle: under 1 year",348.7
"2004","North West","1993","Other cattle: under 1 year",256.7
"2005","State","1994","Other cattle: under 1 year",1736.2
"2006","Midlands and East","1994","Other cattle: under 1 year",249.9
"2007","South-East (IRL)","1994","Other cattle: under 1 year",429.5
"2008","South-West (IRL)","1994","Other cattle: under 1 year",458.3
"2009","West","1994","Other cattle: under 1 year",343.5
"2010","North West","1994","Other cattle: under 1 year",255
"2011","State","1995","Other cattle: under 1 year",1746.1
"2012","Midlands and East","1995","Other cattle: under 1 year",250.1
"2013","South-East (IRL)","1995","Other cattle: under 1 year",429.3
"2014","South-West (IRL)","1995","Other cattle: under 1 year",465.8
"2015","West","1995","Other cattle: under 1 year",342.4
"2016","North West","1995","Other cattle: under 1 year",258.4
"2017","State","1996","Other cattle: under 1 year",1852.1
"2018","Midlands and East","1996","Other cattle: under 1 year",260.5
"2019","South-East (IRL)","1996","Other cattle: under 1 year",451.7
"2020","South-West (IRL)","1996","Other cattle: under 1 year",493.5
"2021","West","1996","Other cattle: under 1 year",368
"2022","North West","1996","Other cattle: under 1 year",278.3
"2023","State","1997","Other cattle: under 1 year",1938.2
"2024","Midlands and East","1997","Other cattle: under 1 year",274.4
"2025","South-East (IRL)","1997","Other cattle: under 1 year",457.9
"2026","South-West (IRL)","1997","Other cattle: under 1 year",522.2
"2027","West","1997","Other cattle: under 1 year",391.3
"2028","North West","1997","Other cattle: under 1 year",292.4
"2029","State","1998","Other cattle: under 1 year",1965
"2030","Midlands and East","1998","Other cattle: under 1 year",281.7
"2031","South-East (IRL)","1998","Other cattle: under 1 year",461.1
"2032","South-West (IRL)","1998","Other cattle: under 1 year",524.9
"2033","West","1998","Other cattle: under 1 year",401.8
"2034","North West","1998","Other cattle: under 1 year",295.6
"2035","State","1999","Other cattle: under 1 year",1820.7
"2036","Midlands and East","1999","Other cattle: under 1 year",262
"2037","South-East (IRL)","1999","Other cattle: under 1 year",431.1
"2038","South-West (IRL)","1999","Other cattle: under 1 year",485.2
"2039","West","1999","Other cattle: under 1 year",363.2
"2040","North West","1999","Other cattle: under 1 year",279.2
"2041","State","1980","Other cattle male: under 1 year",847.6
"2042","Midlands and East","1980","Other cattle male: under 1 year",135.7
"2043","South-East (IRL)","1980","Other cattle male: under 1 year",194.8
"2044","South-West (IRL)","1980","Other cattle male: under 1 year",165.9
"2045","West","1980","Other cattle male: under 1 year",214.7
