"","Region","Year","Type.of.Animal","value"
"668","Midland","2004","Heifers in calf",35.2
"669","West","2004","Heifers in calf",40.9
"670","Mid-West","2004","Heifers in calf",60
"671","South-East","2004","Heifers in calf",68.5
"672","South-West","2004","Heifers in calf",90.9
"673","State","1991","Dairy heifers in calf",129.7
"674","Dublin plus Mid East","1991","Dairy heifers in calf",13.9
"675","Border","1991","Dairy heifers in calf",11.7
"676","Midland","1991","Dairy heifers in calf",10.5
"677","West","1991","Dairy heifers in calf",7.2
"678","Mid-West","1991","Dairy heifers in calf",19.6
"679","South-East","1991","Dairy heifers in calf",29.6
"680","South-West","1991","Dairy heifers in calf",37.1
"681","State","1992","Dairy heifers in calf",174.5
"682","Dublin plus Mid East","1992","Dairy heifers in calf",16.2
"683","Border","1992","Dairy heifers in calf",15.7
"684","Midland","1992","Dairy heifers in calf",12.6
"685","West","1992","Dairy heifers in calf",11.6
"686","Mid-West","1992","Dairy heifers in calf",26.4
"687","South-East","1992","Dairy heifers in calf",38.1
"688","South-West","1992","Dairy heifers in calf",53.8
"689","State","1993","Dairy heifers in calf",187.9
"690","Dublin plus Mid East","1993","Dairy heifers in calf",16.7
"691","Border","1993","Dairy heifers in calf",17.4
"692","Midland","1993","Dairy heifers in calf",13.4
"693","West","1993","Dairy heifers in calf",11.3
"694","Mid-West","1993","Dairy heifers in calf",30
"695","South-East","1993","Dairy heifers in calf",39.4
"696","South-West","1993","Dairy heifers in calf",59.8
"697","State","1994","Dairy heifers in calf",203.9
"698","Dublin plus Mid East","1994","Dairy heifers in calf",17.6
"699","Border","1994","Dairy heifers in calf",18
"700","Midland","1994","Dairy heifers in calf",14.9
"701","West","1994","Dairy heifers in calf",12.3
"702","Mid-West","1994","Dairy heifers in calf",31.7
"703","South-East","1994","Dairy heifers in calf",43.7
"704","South-West","1994","Dairy heifers in calf",65.6
"705","State","1995","Dairy heifers in calf",224.1
"706","Dublin plus Mid East","1995","Dairy heifers in calf",19.5
"707","Border","1995","Dairy heifers in calf",21.5
"708","Midland","1995","Dairy heifers in calf",15.8
"709","West","1995","Dairy heifers in calf",13.1
"710","Mid-West","1995","Dairy heifers in calf",36.1
"711","South-East","1995","Dairy heifers in calf",45.5
"712","South-West","1995","Dairy heifers in calf",72.6
"713","State","1996","Dairy heifers in calf",231.4
"714","Dublin plus Mid East","1996","Dairy heifers in calf",19.6
"715","Border","1996","Dairy heifers in calf",22.1
"716","Midland","1996","Dairy heifers in calf",14.5
"717","West","1996","Dairy heifers in calf",13.3
"718","Mid-West","1996","Dairy heifers in calf",37
"719","South-East","1996","Dairy heifers in calf",48
"720","South-West","1996","Dairy heifers in calf",77.1
"721","State","1997","Dairy heifers in calf",243.9
"722","Dublin plus Mid East","1997","Dairy heifers in calf",21.3
"723","Border","1997","Dairy heifers in calf",23.3
"724","Midland","1997","Dairy heifers in calf",16.8
"725","West","1997","Dairy heifers in calf",14.2
"726","Mid-West","1997","Dairy heifers in calf",38.1
"727","South-East","1997","Dairy heifers in calf",49.4
"728","South-West","1997","Dairy heifers in calf",80.8
"729","State","1998","Dairy heifers in calf",228.8
"730","Dublin plus Mid East","1998","Dairy heifers in calf",19.2
"731","Border","1998","Dairy heifers in calf",23.1
"732","Midland","1998","Dairy heifers in calf",16.6
"733","West","1998","Dairy heifers in calf",14
"734","Mid-West","1998","Dairy heifers in calf",35.3
"735","South-East","1998","Dairy heifers in calf",45.7
"736","South-West","1998","Dairy heifers in calf",74.9
"737","State","1999","Dairy heifers in calf",213.6
"738","Dublin plus Mid East","1999","Dairy heifers in calf",18.1
"739","Border","1999","Dairy heifers in calf",21.2
"740","Midland","1999","Dairy heifers in calf",15.6
"741","West","1999","Dairy heifers in calf",11.8
"742","Mid-West","1999","Dairy heifers in calf",32
"743","South-East","1999","Dairy heifers in calf",46
"744","South-West","1999","Dairy heifers in calf",68.9
"745","State","2000","Dairy heifers in calf",206.5
"746","Dublin plus Mid East","2000","Dairy heifers in calf",17.1
"747","Border","2000","Dairy heifers in calf",21.7
"748","Midland","2000","Dairy heifers in calf",14.3
"749","West","2000","Dairy heifers in calf",12.6
"750","Mid-West","2000","Dairy heifers in calf",31.3
"751","South-East","2000","Dairy heifers in calf",42.6
"752","South-West","2000","Dairy heifers in calf",66.8
"753","State","2001","Dairy heifers in calf",198.3
"754","Dublin plus Mid East","2001","Dairy heifers in calf",16.2
"755","Border","2001","Dairy heifers in calf",21.2
"756","Midland","2001","Dairy heifers in calf",14.1
"757","West","2001","Dairy heifers in calf",11.9
"758","Mid-West","2001","Dairy heifers in calf",30.4
"759","South-East","2001","Dairy heifers in calf",40.8
"760","South-West","2001","Dairy heifers in calf",63.5
"761","State","2002","Dairy heifers in calf",230.7
"762","Dublin plus Mid East","2002","Dairy heifers in calf",17.5
"763","Border","2002","Dairy heifers in calf",25.1
"764","Midland","2002","Dairy heifers in calf",17.6
"765","West","2002","Dairy heifers in calf",19.4
"766","Mid-West","2002","Dairy heifers in calf",36
"767","South-East","2002","Dairy heifers in calf",44.2
"768","South-West","2002","Dairy heifers in calf",70.8
"769","State","2003","Dairy heifers in calf",215.8
"770","Dublin plus Mid East","2003","Dairy heifers in calf",15.7
"771","Border","2003","Dairy heifers in calf",21.8
"772","Midland","2003","Dairy heifers in calf",14.7
"773","West","2003","Dairy heifers in calf",12.9
"774","Mid-West","2003","Dairy heifers in calf",35.3
"775","South-East","2003","Dairy heifers in calf",44.1
"776","South-West","2003","Dairy heifers in calf",71.2
"777","State","2004","Dairy heifers in calf",229.6
"778","Dublin plus Mid East","2004","Dairy heifers in calf",16.4
"779","Border","2004","Dairy heifers in calf",23.8
"780","Midland","2004","Dairy heifers in calf",16.3
"781","West","2004","Dairy heifers in calf",13.1
"782","Mid-West","2004","Dairy heifers in calf",39
"783","South-East","2004","Dairy heifers in calf",49.2
"784","South-West","2004","Dairy heifers in calf",71.8
"785","State","1991","Other heifers in calf",50.1
"786","Dublin plus Mid East","1991","Other heifers in calf",5.8
"787","Border","1991","Other heifers in calf",7.2
"788","Midland","1991","Other heifers in calf",6
"789","West","1991","Other heifers in calf",10.6
"790","Mid-West","1991","Other heifers in calf",6.5
"791","South-East","1991","Other heifers in calf",7.4
"792","South-West","1991","Other heifers in calf",6.6
"793","State","1992","Other heifers in calf",94.5
"794","Dublin plus Mid East","1992","Other heifers in calf",8.6
"795","Border","1992","Other heifers in calf",14.4
"796","Midland","1992","Other heifers in calf",10.4
"797","West","1992","Other heifers in calf",18.3
"798","Mid-West","1992","Other heifers in calf",15
"799","South-East","1992","Other heifers in calf",15.3
"800","South-West","1992","Other heifers in calf",12.3
"801","State","1993","Other heifers in calf",111.5
"802","Dublin plus Mid East","1993","Other heifers in calf",8.6
"803","Border","1993","Other heifers in calf",17.5
"804","Midland","1993","Other heifers in calf",12.2
"805","West","1993","Other heifers in calf",20.2
"806","Mid-West","1993","Other heifers in calf",17.9
"807","South-East","1993","Other heifers in calf",16.9
"808","South-West","1993","Other heifers in calf",18.4
"809","State","1994","Other heifers in calf",101.5
"810","Dublin plus Mid East","1994","Other heifers in calf",8.9
"811","Border","1994","Other heifers in calf",15.3
"812","Midland","1994","Other heifers in calf",11.1
"813","West","1994","Other heifers in calf",16.8
"814","Mid-West","1994","Other heifers in calf",15.1
"815","South-East","1994","Other heifers in calf",16.3
"816","South-West","1994","Other heifers in calf",17.8
"817","State","1995","Other heifers in calf",117.2
"818","Dublin plus Mid East","1995","Other heifers in calf",9.3
"819","Border","1995","Other heifers in calf",18.3
"820","Midland","1995","Other heifers in calf",14
"821","West","1995","Other heifers in calf",22
"822","Mid-West","1995","Other heifers in calf",16.4
"823","South-East","1995","Other heifers in calf",17.9
"824","South-West","1995","Other heifers in calf",19.5
"825","State","1996","Other heifers in calf",128.8
"826","Dublin plus Mid East","1996","Other heifers in calf",10.4
"827","Border","1996","Other heifers in calf",20.4
"828","Midland","1996","Other heifers in calf",16.8
"829","West","1996","Other heifers in calf",25.8
"830","Mid-West","1996","Other heifers in calf",18.9
"831","South-East","1996","Other heifers in calf",17.3
"832","South-West","1996","Other heifers in calf",19.2
"833","State","1997","Other heifers in calf",143.5
"834","Dublin plus Mid East","1997","Other heifers in calf",9
"835","Border","1997","Other heifers in calf",22.8
"836","Midland","1997","Other heifers in calf",18.6
"837","West","1997","Other heifers in calf",29.9
"838","Mid-West","1997","Other heifers in calf",21.6
"839","South-East","1997","Other heifers in calf",18.3
"840","South-West","1997","Other heifers in calf",23.4
"841","State","1998","Other heifers in calf",126.7
"842","Dublin plus Mid East","1998","Other heifers in calf",11.1
"843","Border","1998","Other heifers in calf",22.3
"844","Midland","1998","Other heifers in calf",16.5
"845","West","1998","Other heifers in calf",23.5
"846","Mid-West","1998","Other heifers in calf",16.4
"847","South-East","1998","Other heifers in calf",15.8
"848","South-West","1998","Other heifers in calf",21.2
"849","State","1999","Other heifers in calf",116.5
"850","Dublin plus Mid East","1999","Other heifers in calf",9
"851","Border","1999","Other heifers in calf",19.6
"852","Midland","1999","Other heifers in calf",15.8
"853","West","1999","Other heifers in calf",21.3
"854","Mid-West","1999","Other heifers in calf",15.8
"855","South-East","1999","Other heifers in calf",15.8
"856","South-West","1999","Other heifers in calf",19.1
"857","State","2000","Other heifers in calf",125.1
"858","Dublin plus Mid East","2000","Other heifers in calf",9.5
"859","Border","2000","Other heifers in calf",22.2
"860","Midland","2000","Other heifers in calf",13.9
"861","West","2000","Other heifers in calf",23.7
"862","Mid-West","2000","Other heifers in calf",19.1
"863","South-East","2000","Other heifers in calf",17.2
"864","South-West","2000","Other heifers in calf",19.5
"865","State","2001","Other heifers in calf",132.8
"866","Dublin plus Mid East","2001","Other heifers in calf",10.2
"867","Border","2001","Other heifers in calf",23.3
"868","Midland","2001","Other heifers in calf",15.1
"869","West","2001","Other heifers in calf",25.4
"870","Mid-West","2001","Other heifers in calf",19
"871","South-East","2001","Other heifers in calf",18.1
"872","South-West","2001","Other heifers in calf",21.8
"873","State","2002","Other heifers in calf",143.2
"874","Dublin plus Mid East","2002","Other heifers in calf",10.2
"875","Border","2002","Other heifers in calf",25.8
"876","Midland","2002","Other heifers in calf",17.5
"877","West","2002","Other heifers in calf",26.6
"878","Mid-West","2002","Other heifers in calf",20.3
"879","South-East","2002","Other heifers in calf",19.4
"880","South-West","2002","Other heifers in calf",23.4
"881","State","2003","Other heifers in calf",137
"882","Dublin plus Mid East","2003","Other heifers in calf",11.5
"883","Border","2003","Other heifers in calf",23.8
"884","Midland","2003","Other heifers in calf",16.4
"885","West","2003","Other heifers in calf",26.5
"886","Mid-West","2003","Other heifers in calf",20.6
"887","South-East","2003","Other heifers in calf",18.5
"888","South-West","2003","Other heifers in calf",19.7
"889","State","2004","Other heifers in calf",139.6
"890","Dublin plus Mid East","2004","Other heifers in calf",10.9
"891","Border","2004","Other heifers in calf",22.5
"892","Midland","2004","Other heifers in calf",18.9
"893","West","2004","Other heifers in calf",27.8
"894","Mid-West","2004","Other heifers in calf",21
"895","South-East","2004","Other heifers in calf",19.3
"896","South-West","2004","Other heifers in calf",19.1
"897","State","1991","Bulls",28.7
"898","Dublin plus Mid East","1991","Bulls",1.9
"899","Border","1991","Bulls",2.9
"900","Midland","1991","Bulls",1.9
"901","West","1991","Bulls",1.7
"902","Mid-West","1991","Bulls",5.6
"903","South-East","1991","Bulls",5.7
"904","South-West","1991","Bulls",8.9
"905","State","1992","Bulls",31.5
"906","Dublin plus Mid East","1992","Bulls",2.2
"907","Border","1992","Bulls",3.4
"908","Midland","1992","Bulls",2.2
"909","West","1992","Bulls",2.2
"910","Mid-West","1992","Bulls",5.9
"911","South-East","1992","Bulls",6.1
"912","South-West","1992","Bulls",9.6
"913","State","1993","Bulls",36.7
"914","Dublin plus Mid East","1993","Bulls",2.5
"915","Border","1993","Bulls",4.2
"916","Midland","1993","Bulls",2.7
"917","West","1993","Bulls",2.6
"918","Mid-West","1993","Bulls",6.9
"919","South-East","1993","Bulls",7
"920","South-West","1993","Bulls",10.8
"921","State","1994","Bulls",39.7
"922","Dublin plus Mid East","1994","Bulls",2.7
"923","Border","1994","Bulls",4.7
"924","Midland","1994","Bulls",2.8
"925","West","1994","Bulls",3
"926","Mid-West","1994","Bulls",7.5
"927","South-East","1994","Bulls",7.6
"928","South-West","1994","Bulls",11.4
"929","State","1995","Bulls",42.3
"930","Dublin plus Mid East","1995","Bulls",3.1
"931","Border","1995","Bulls",5.2
"932","Midland","1995","Bulls",3.1
"933","West","1995","Bulls",3.3
"934","Mid-West","1995","Bulls",7.8
"935","South-East","1995","Bulls",7.9
"936","South-West","1995","Bulls",11.9
"937","State","1996","Bulls",46.5
"938","Dublin plus Mid East","1996","Bulls",3.4
"939","Border","1996","Bulls",5.9
"940","Midland","1996","Bulls",3.7
"941","West","1996","Bulls",4
"942","Mid-West","1996","Bulls",8.5
"943","South-East","1996","Bulls",8.2
"944","South-West","1996","Bulls",12.8
"945","State","1997","Bulls",50.9
"946","Dublin plus Mid East","1997","Bulls",3.8
"947","Border","1997","Bulls",6.9
"948","Midland","1997","Bulls",4.1
"949","West","1997","Bulls",4.6
"950","Mid-West","1997","Bulls",9.1
"951","South-East","1997","Bulls",9
"952","South-West","1997","Bulls",13.5
"953","State","1998","Bulls",53
"954","Dublin plus Mid East","1998","Bulls",3.8
"955","Border","1998","Bulls",7.2
"956","Midland","1998","Bulls",4.3
"957","West","1998","Bulls",4.8
"958","Mid-West","1998","Bulls",9.4
"959","South-East","1998","Bulls",9.4
"960","South-West","1998","Bulls",14.1
"961","State","1999","Bulls",54.6
"962","Dublin plus Mid East","1999","Bulls",4.2
"963","Border","1999","Bulls",7.6
"964","Midland","1999","Bulls",4.8
"965","West","1999","Bulls",5.3
"966","Mid-West","1999","Bulls",9.4
"967","South-East","1999","Bulls",9.4
"968","South-West","1999","Bulls",13.9
"969","State","2000","Bulls",56.1
"970","Dublin plus Mid East","2000","Bulls",3.8
"971","Border","2000","Bulls",8.6
"972","Midland","2000","Bulls",4.9
"973","West","2000","Bulls",7.2
"974","Mid-West","2000","Bulls",9.3
"975","South-East","2000","Bulls",9.1
"976","South-West","2000","Bulls",13.2
"977","State","2001","Bulls",58.8
"978","Dublin plus Mid East","2001","Bulls",4
"979","Border","2001","Bulls",9.1
"980","Midland","2001","Bulls",5
"981","West","2001","Bulls",7.9
"982","Mid-West","2001","Bulls",9.5
